id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1015000,"A sustained virological response (SVR) rate of 41% has been achieved with interferon alfa-2b plus ribavirin therapy of chronic hepatitis C. In this randomised trial, peginterferon alfa-2b plus ribavirin was compared with interferon alfa-2b plus ribavirin.1530 patients with chronic hepatitis C were assigned interferon alfa-2b (3 MU subcutaneously three times per week) plus ribavirin 1000–1200 mg/day orally, peginterferon alfa-2b 15 μg/kg each week plus 800 mg/day ribavirin, or peginterferon alfa-2b 1·5 μg/kg per week for 4 weeks then 0·5 μg/kg per week plus ribavirin 1000–1200 mg/day for 48 weeks. The primary endpoint was the SVR rate (undetectable hepatitis C virus [HCV] RNA in serum at 24-week follow-up). Analyses were based on patients who received at least one dose of study medication.The SVR rate was significantly higher (p=0·01 for both comparisons) in the higher-dose …",Michael P Manns and John G McHutchison and Stuart C Gordon and Vinod K Rustgi and Mitchell Shiffman and Robert Reindollar and Zachary D Goodman and Kenneth Koury and Mei-Hsiu Ling and Janice K Albrecht and International Hepatitis Interventional Therapy Group,7923,1493689131770982161,The Lancet,9286,958-965,Elsevier,Peginterferon alfa-2b plus ribavirin compared with interferon alfa-2b plus ribavirin for initial treatment of chronic hepatitis C: a randomised trial,https://www.sciencedirect.com/science/article/pii/S0140673601061025,358,2001,/scholar?cites=1493689131770982161,Py9wNaIAAAAJ:u5HHmVD_uO8C

1015001,"Only 15 to 20 percent of patients with chronic hepatitis C have a sustained virologic response to interferon therapy. We compared the efficacy and safety of recombinant interferon alfa-2b alone with those of a combination of interferon alfa-2b and ribavirin for the initial treatment of patients with chronic hepatitis C.We randomly assigned 912 patients with chronic hepatitis C to receive standard-dose interferon alfa-2b alone or in combination with ribavirin (1000 or 1200 mg orally per day, depending on body weight) for 24 or 48 weeks. Efficacy was assessed by measurements of serum hepatitis C virus (HCV) RNA and serum aminotransferases and by liver biopsy.The rate of sustained virologic response (defined as an undetectable serum HCV RNA level 24 weeks after treatment was completed) was higher among patients who received combination therapy for either 24 weeks (70 of …",John G McHutchison and Stuart C Gordon and Eugene R Schiff and Mitchell L Shiffman and William M Lee and Vinod K Rustgi and Zachary D Goodman and Mei-Hsiu Ling and Susannah Cort and Janice K Albrecht,4303,7247276707313850531,New England Journal of Medicine,21,1485-1492,Massachusetts Medical Society,Interferon alfa-2b alone or in combination with ribavirin as initial treatment for chronic hepatitis C,https://www.nejm.org/doi/full/10.1056/nejm199811193392101,339,1998,/scholar?cites=7247276707313850531,Py9wNaIAAAAJ:u-x6o8ySG0sC

1015002,"In phase 2 trials, the nucleotide polymerase inhibitor sofosbuvir was effective in previously untreated patients with chronic hepatitis C virus (HCV) genotype 1, 2, or 3 infection.We conducted two phase 3 studies in previously untreated patients with HCV infection. In a single-group, open-label study, we administered a 12-week regimen of sofosbuvir plus peginterferon alfa-2a and ribavirin in 327 patients with HCV genotype 1, 4, 5, or 6 (of whom 98% had genotype 1 or 4). In a noninferiority trial, 499 patients with HCV genotype 2 or 3 infection were randomly assigned to receive sofosbuvir plus ribavirin for 12 weeks or peginterferon alfa-2a plus ribavirin for 24 weeks. In the two studies, the primary end point was a sustained virologic response at 12 weeks after the end of therapy.In the single-group study, a sustained virologic response was reported in 90% of patients (95% confidence …",Eric Lawitz and Alessandra Mangia and David Wyles and Maribel Rodriguez-Torres and Tarek Hassanein and Stuart C Gordon and Michael Schultz and Mitchell N Davis and Zeid Kayali and K Rajender Reddy and Ira M Jacobson and Kris V Kowdley and Lisa Nyberg and G Mani Subramanian and Robert H Hyland and Sarah Arterburn and Deyuan Jiang and John McNally and Diana Brainard and William T Symonds and John G McHutchison and Aasim M Sheikh and Zobair Younossi and Edward J Gane,2133,6529361830652821155,New England Journal of Medicine,20,1878-1887,Massachusetts Medical Society,Sofosbuvir for previously untreated chronic hepatitis C infection,https://www.nejm.org/doi/full/10.1056/NEJMoa1214853,368,2013,/scholar?cites=6529361830652821155,Py9wNaIAAAAJ:2osOgNQ5qMEC

1015003,"In patients with chronic infection with hepatitis C virus (HCV) genotype 1 who do not have a sustained response to therapy with peginterferon–ribavirin, outcomes after retreatment are suboptimal. Boceprevir, a protease inhibitor that binds to the HCV nonstructural 3 (NS3) active site, has been suggested as an additional treatment.To assess the effect of the combination of boceprevir and peginterferon–ribavirin for retreatment of patients with chronic HCV genotype 1 infection, we randomly assigned patients (in a 1:2:2 ratio) to one of three groups. In all three groups, peginterferon alfa-2b and ribavirin were administered for 4 weeks (the lead-in period). Subsequently, group 1 (control group) received placebo plus peginterferon–ribavirin for 44 weeks; group 2 received boceprevir plus peginterferon–ribavirin for 32 weeks, and patients with a detectable HCV RNA level at week 8 received placebo …",Bruce R Bacon and Stuart C Gordon and Eric Lawitz and Patrick Marcellin and John M Vierling and Stefan Zeuzem and Fred Poordad and Zachary D Goodman and Heather L Sings and Navdeep Boparai and Margaret Burroughs and Clifford A Brass and Janice K Albrecht and Rafael Esteban,2118,17991182759018232521,New England Journal of Medicine,13,1207-1217,Massachusetts Medical Society,Boceprevir for previously treated chronic HCV genotype 1 infection,https://www.nejm.org/doi/full/10.1056/nejmoa1009482,364,2011,/scholar?cites=17991182759018232521,Py9wNaIAAAAJ:d1gkVwhDpl0C

1015004,"Interferon alfa is the only effective treatment for patients with chronic hepatitis C. Forty percent of patients have an initial response to this therapy, but most subsequently relapse. We compared the effect of interferon alone with that of interferon plus oral ribavirin for relapses of chronic hepatitis C.We studied 345 patients with chronic hepatitis C who relapsed after interferon treatment. A total of 173 patients were randomly assigned to receive standard-dose recombinant interferon alfa-2b concurrently with ribavirin (1000 to 1200 mg orally per day, depending on body weight) for six months, and 172 patients were assigned to receive interferon and placebo.At the completion of treatment, serum levels of hepatitis C virus (HCV) RNA were undetectable in 141 of the 173 patients who were treated with interferon and ribavirin and in 80 of the 172 patients who were treated with interferon …",Gary L Davis and Rafael Esteban-Mur and Vinod Rustgi and John Hoefs and Stuart C Gordon and Christian Trepo and Mitchell L Shiffman and Stefan Zeuzem and Antonio Craxi and Mei-Hsiu Ling and Janice Albrecht,1525,16683127251771046280,New England journal of medicine,21,1493-1499,Massachusetts Medical Society,Interferon alfa-2b alone or in combination with ribavirin for the treatment of relapse of chronic hepatitis C,https://www.nejm.org/doi/full/10.1056/NEJM199811193392102,339,1998,/scholar?cites=16683127251771046280,Py9wNaIAAAAJ:9yKSN-GCB0IC
