id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1002000,"—The newly inaugurated Research Resource for Complex Physiologic Signals, which was created under the auspices of the National Center for Research Resources of the National Institutes of Health, is intended to stimulate current research and new investigations in the study of cardiovascular and other complex biomedical signals. The resource has 3 interdependent components. PhysioBank is a large and growing archive of well-characterized digital recordings of physiological signals and related data for use by the biomedical research community. It currently includes databases of multiparameter cardiopulmonary, neural, and other biomedical signals from healthy subjects and from patients with a variety of conditions with major public health implications, including life-threatening arrhythmias, congestive heart failure, sleep apnea, neurological disorders, and aging. PhysioToolkit is a library of open-source …",Ary L Goldberger and Luis AN Amaral and Leon Glass and Jeffrey M Hausdorff and Plamen Ch Ivanov and Roger G Mark and Joseph E Mietus and George B Moody and Chung-Kang Peng and H Eugene Stanley,9475,4750758308263025680,circulation,23,e215-e220,Lippincott Williams & Wilkins,"PhysioBank, PhysioToolkit, and PhysioNet: components of a new research resource for complex physiologic signals",https://www.ahajournals.org/doi/abs/10.1161/01.cir.101.23.e215,101,2000,/scholar?cites=4750758308263025680,Jo0G0c0AAAAJ:4JMBOYKVnBMC

1002001,"We study the statistical properties of a variety of diverse  real-world networks. We present evidence of the occurrence of three  classes of small-world networks: (a) scale-free  networks, characterized by a vertex connectivity distribution that  decays as a power law; (b) broad-scale networks,  characterized by a connectivity distribution that has a power law  regime followed by a sharp cutoff; and (c) single-scale  networks, characterized by a connectivity distribution with a fast  decaying tail. Moreover, we note for the classes of broad-scale and  single-scale networks that there are constraints limiting the addition  of new links. Our results suggest that the nature of such constraints  may be the controlling factor for the emergence of different classes of  networks.",Luıs A Nunes Amaral and Antonio Scala and Marc Barthelemy and H Eugene Stanley,3826,5604438367247770653,Proceedings of the national academy of sciences,21,11149-11152,National Academy of Sciences,Classes of small-world networks,https://www.pnas.org/content/97/21/11149.short,97,2000,/scholar?cites=5604438367247770653,Jo0G0c0AAAAJ:u5HHmVD_uO8C

1002002,"High-throughput techniques are leading to an explosive growth in the size of biological databases and creating the opportunity to revolutionize our understanding of life and disease. Interpretation of these data remains, however, a major scientific challenge. Here, we propose a methodology that enables us to extract and display information contained in complex networks 1, 2, 3. Specifically, we demonstrate that we can find functional modules 4, 5 in complex networks, and classify nodes into universal roles according to their pattern of intra-and inter-module connections. The method thus yields a ‘cartographic representation’of complex networks. Metabolic networks 6, 7, 8 are among the most challenging biological networks and, arguably, the ones with most potential for immediate applicability 9. We use our method to analyse the metabolic networks of twelve organisms from three different superkingdoms. We find …",Roger Guimera and Luis A Nunes Amaral,3132,17146327185221516787,nature,7028,895-900,Nature Publishing Group,Functional cartography of complex metabolic networks,https://www.nature.com/articles/nature03288/,433,2005,/scholar?cites=17146327185221516787,Jo0G0c0AAAAJ:j3f4tGmQtD8C

1002003,"According to classical concepts of physiologic control, healthy systems are self-regulated to reduce variability and maintain physiologic constancy. Contrary to the predictions of homeostasis, however, the output of a wide variety of systems, such as the normal human heartbeat, fluctuates in a complex manner, even under resting conditions. Scaling techniques adapted from statistical physics reveal the presence of long-range, power-law correlations, as part of multifractal cascades operating over a wide range of time scales. These scaling properties suggest that the nonlinear regulatory systems are operating far from equilibrium, and that maintaining constancy is not the goal of physiologic control. In contrast, for subjects at high risk of sudden death (including those with heart failure), fractal organization, along with certain nonlinear interactions, breaks down. Application of fractal analysis may provide new …",Ary L Goldberger and Luis AN Amaral and Jeffrey M Hausdorff and Plamen Ch Ivanov and C-K Peng and H Eugene Stanley,2177,2154374958833537422,Proceedings of the national academy of sciences,suppl 1,2466-2472,National Academy of Sciences,Fractal dynamics in physiology: alterations with disease and aging,https://www.pnas.org/content/99/suppl_1/2466.short,99,2002,/scholar?cites=2154374958833537422,Jo0G0c0AAAAJ:r0BpntZqJG4C

1002004,"The genetic dissection of Drosophila audition is advancing considerably1–4, but complementary studies are needed to unravel the chain of mechanosensory events that bring about hearing in the fly3. Here we investigate the delicate biomechanics of the fly’s minute antennal hearing organs and show that they look and work like a lock and key. Rotating in response to sound, the antenna’s distal segment mechanically activates the auditory receptors—thereby ‘unlocking’the mechanism arista oscillates as a stiff rod, with its vibration velocity continuously decreasing from tip to base. Remarkably, this oscillation is accompanied by rotation of the third segment. The 180 phase shift between the mechanical responses of opposite edges (Fig. 1b) unambiguously shows that they move in opposite directions and that this segment rotates about its longitudinal axis. This rotation is a direct consequence of the radial orientation …",Fredrik Liljeros and Christofer R Edling and Luis A Nunes Amaral and H Eugene Stanley and Yvonne Aberg,2117,11316224504144717807,Nature,,907-908,,The web of human sexual contacts,https://www.nature.com/articles/35082140,411,2001,/scholar?cites=11316224504144717807,Jo0G0c0AAAAJ:WA5NYHcadZ8C

1002005,"We analyze the global structure of the worldwide air transportation network, a critical infrastructure with an enormous impact on local, national, and international economies. We find that the worldwide air transportation network is a scale-free small-world network. In contrast to the prediction of scale-free network models, however, we find that the most connected cities are not necessarily the most central, resulting in anomalous values of the centrality. We demonstrate that these anomalies arise because of the multicommunity structure of the network. We identify the communities in the air transportation network and show that the community structure cannot be explained solely based on geographical constraints and that geopolitical considerations have to be taken into account. We identify each city9s global role based on its pattern of intercommunity and intracommunity connections, which enables us to obtain scale …",Roger Guimera and S Mossa and A Turtschi and LA Nunes Amaral,1754,18300990176377475344,Proceedings of the National Academy of Sciences of the United States of America,22,7794,National Acad Sciences,"The worldwide air transportation network: Anomalous centrality, community structure, and cities' global roles",https://www.pnas.org/content/102/22/7794.short,102,2005,/scholar?cites=18300990176377475344,Jo0G0c0AAAAJ:geHnlv5EZngC

1002006,"There is evidence that physiological signals under healthy conditions may have a fractal temporal structure 1. Here we investigate the possibility that time series generated by certain physiological control systems may be members of a special class of complex processes, termed multifractal, which require a large number of exponents to characterize their scaling properties 2, 3, 4, 5, 6. We report onevidence for multifractality in a biological dynamical system, the healthy human heartbeat, and show that the multifractal character and nonlinear properties of the healthy heart rate are encoded in the Fourier phases. We uncover a loss of multifractality for a life-threatening condition, congestive heart failure.",Plamen Ch Ivanov and Luís A Nunes Amaral and Ary L Goldberger and Shlomo Havlin and Michael G Rosenblum and Zbigniew Struzik and H Eugene Stanley,1725,4470606603685618222,Nature,,461-465,,Multifractality in human heartbeat dynamics,https://www.nature.com/articles/20924/,399,1999,/scholar?cites=4470606603685618222,Jo0G0c0AAAAJ:Mojj43d5GZwC

1002007,"Agents in creative enterprises are embedded in networks that inspire, support, and evaluate their work. Here, we investigate how the mechanisms by which creative teams self-assemble determine the structure of these collaboration networks. We propose a model for the self-assembly of creative teams that has its basis in three parameters: team size, the fraction of newcomers in new productions, and the tendency of incumbents to repeat previous collaborations. The model suggests that the emergence of a large connected community of practitioners can be described as a phase transition. We find that team assembly mechanisms determine both the structure of the collaboration network and team performance for teams derived from both artistic and scientific fields.",Roger Guimera and Brian Uzzi and Jarrett Spiro and Luis A Nunes Amaral,1171,750656149951477932,Science,5722,697-702,American Association for the Advancement of Science,Team assembly mechanisms determine collaboration network structure and team performance,https://science.sciencemag.org/content/308/5722/697.abstract,308,2005,/scholar?cites=750656149951477932,Jo0G0c0AAAAJ:k_IJM867U9cC

1002008,"We use methods of random matrix theory to analyze the cross-correlation matrix C of stock price changes of the largest 1000 US companies for the 2-year period 1994–1995. We find that the statistics of most of the eigenvalues in the spectrum of C agree with the predictions of random matrix theory, but there are deviations for a few of the largest eigenvalues. We find that C has the universal properties of the Gaussian orthogonal ensemble of random matrices. Furthermore, we analyze the eigenvectors of C through their inverse participation ratio and find eigenvectors with large ratios at both edges of the eigenvalue spectrum—a situation reminiscent of localization theory results.",Vasiliki Plerou and Parameswaran Gopikrishnan and Bernd Rosenow and Luís A Nunes Amaral and H Eugene Stanley,1095,15867292507315038068,Physical review letters,7,1471,American Physical Society,Universal and nonuniversal properties of cross correlations in financial time series,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.83.1471,83,1999,/scholar?cites=15867292507315038068,Jo0G0c0AAAAJ:9ZlFYXVOiuMC

