id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1010000,"The quantitative evaluation of optical flow algorithms by Barron et al. (1994) led to significant advances in performance. The challenges for optical flow algorithms today go beyond the datasets and evaluation methods proposed in that paper. Instead, they center on problems associated with complex natural scenes, including nonrigid motion, real sensor noise, and motion discontinuities. We propose a new set of benchmarks and evaluation methods for the next generation of optical flow algorithms. To that end, we contribute four types of data to test different aspects of optical flow algorithms: (1) sequences with nonrigid motion where the ground-truth flow is determined by tracking hidden fluorescent texture, (2) realistic synthetic sequences, (3) high frame-rate video used to study interpolation error, and (4) modified stereo sequences of static scenes. In addition to the average angular error used by Barron et al …",Simon Baker and Daniel Scharstein and JP Lewis and Stefan Roth and Michael J Black and Richard Szeliski,2527,5697474256105237450,International journal of computer vision,1,1-31,Springer US,A database and evaluation methodology for optical flow,https://link.springer.com/content/pdf/10.1007/s11263-010-0390-2.pdf,92,2011,/scholar?cites=5697474256105237450,6NjbexEAAAAJ:Y0pCki6q_DkC

1010001,"Most approaches for estimating optical flow assume that, within a finite image region, only a single motion is present. Thissingle motion assumptionis violated in common situations involving transparency, depth discontinuities, independently moving objects, shadows, and specular reflections. To robustly estimate optical flow, the single motion assumption must be relaxed. This paper presents a framework based onrobust estimationthat addresses violations of the brightness constancy and spatial smoothness assumptions caused by multiple motions. We show how therobust estimation frameworkcan be applied to standard formulations of the optical flow problem thus reducing their sensitivity to violations of their underlying assumptions. The approach has been applied to three standard techniques for recovering optical flow: area-based regression, correlation, and regularization with motion discontinuities. This paper …",Michael J Black and P. Anandan,2084,2191279618413329639,Computer Vision and Image Understanding,1,75-104,Academic Press,The robust estimation of multiple motions: Parametric and piecewise-smooth flow fields,https://www.sciencedirect.com/science/article/pii/S1077314296900065,63,1996,/scholar?cites=2191279618413329639,6NjbexEAAAAJ:u5HHmVD_uO8C

1010002,"Relations between anisotropic diffusion and robust statistics are described in this paper. Specifically, we show that anisotropic diffusion can be seen as a robust estimation procedure that estimates a piecewise smooth image from a noisy input image. The ""edge-stopping"" function in the anisotropic diffusion equation is closely related to the error norm and influence function in the robust estimation framework. This connection leads to a new ""edge-stopping"" function based on Tukey's biweight robust estimator that preserves sharper boundaries than previous formulations and improves the automatic stopping of the diffusion. The robust statistical interpretation also provides a means for detecting the boundaries (edges) between the piecewise smooth regions in an image that has been smoothed with anisotropic diffusion. Additionally, we derive a relationship between anisotropic diffusion and regularization with line …",Michael J Black and Guillermo Sapiro and David H Marimont and David Heeger,1746,16127856943004115951,IEEE Transactions on image processing,3,421-432,IEEE,Robust anisotropic diffusion,https://ieeexplore.ieee.org/abstract/document/661192/,7,1998,/scholar?cites=16127856943004115951,6NjbexEAAAAJ:u-x6o8ySG0sC

1010003,"The accuracy of optical flow estimation algorithms has been improving steadily as evidenced by results on the Middlebury optical flow benchmark. The typical formulation, however, has changed little since the work of Horn and Schunck. We attempt to uncover what has made recent advances possible through a thorough analysis of how the objective function, the optimization method, and modern implementation practices influence accuracy. We discover that “classical” flow formulations perform surprisingly well when combined with modern optimization and implementation techniques. Moreover, we find that while median filtering of intermediate flow fields during optimization is a key to recent performance gains, it leads to higher energy solutions. To understand the principles behind this phenomenon, we derive a new objective that formalizes the median filtering heuristic. This objective includes a nonlocal term that …",Deqing Sun and Stefan Roth and Michael J Black,1502,5821194254180746892,,,2432-2439,IEEE,Secrets of optical flow estimation and their principles,https://ieeexplore.ieee.org/abstract/document/5539939/,,2010,/scholar?cites=5821194254180746892,6NjbexEAAAAJ:maZDTaKrznsC

1010004,"This paper describes an approach for tracking rigid and articulated objects using a view-based representation. The approach builds on and extends work on eigenspace representations, robust estimation techniques, and parameterized optical flow estimation. First, we note that the least-squares image reconstruction of standard eigenspace techniques has a number of problems and we reformulate the reconstruction problem as one of robust estimation. Second we define a “subspace constancy assumption” that allows us to exploit techniques for parameterized optical flow estimation to simultaneously solve for the view of an object and the affine transformation between the eigenspace and the image. To account for large affine transformations between the eigenspace and the image we define a multi-scale eigenspace representation and a coarse-to-fine matching strategy. Finally, we use these techniques to track …",Michael J Black and Allan D Jepson,1302,14758372155546699643,International Journal of Computer Vision,1,63-84,Kluwer Academic Publishers,Eigentracking: Robust matching and tracking of articulated objects using a view-based representation,https://link.springer.com/article/10.1023/A:1007939232436,26,1998,/scholar?cites=14758372155546699643,6NjbexEAAAAJ:9yKSN-GCB0IC
