id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1011000,"Correlating the activation foci identified in functional imaging studies of the human brain with structural (e.g., cytoarchitectonic) information on the activated areas is a major methodological challenge for neuroscience research. We here present a new approach to make use of three-dimensional probabilistic cytoarchitectonic maps, as obtained from the analysis of human post-mortem brains, for correlating microscopical, anatomical and functional imaging data of the cerebral cortex. We introduce a new, MATLAB based toolbox for the SPM2 software package which enables the integration of probabilistic cytoarchitectonic maps and results of functional imaging studies. The toolbox includes the functionality for the construction of summary maps combining probability of several cortical areas by finding the most probable assignment of each voxel to one of these areas. Its main feature is to provide several measures …",Simon B Eickhoff and Klaas E Stephan and Hartmut Mohlberg and Christian Grefkes and Gereon R Fink and Katrin Amunts and Karl Zilles,3487,11463033453410128722,Neuroimage,4,1325-1335,Academic Press,A new SPM toolbox for combining probabilistic cytoarchitectonic maps and functional imaging data,https://www.sciencedirect.com/science/article/pii/S105381190400792X,25,2005,/scholar?cites=11463033453410128722,wjpISMAAAAAJ:u5HHmVD_uO8C
1011001,"A widely used technique for coordinate‐based meta‐analyses of neuroimaging data is activation likelihood estimation (ALE). ALE assesses the overlap between foci based on modeling them as probability distributions centered at the respective coordinates. In this Human Brain Project/Neuroinformatics research, the authors present a revised ALE algorithm addressing drawbacks associated with former implementations. The first change pertains to the size of the probability distributions, which had to be specified by the used. To provide a more principled solution, the authors analyzed fMRI data of 21 subjects, each normalized into MNI space using nine different approaches. This analysis provided quantitative estimates of between‐subject and between‐template variability for 16 functionally defined regions, which were then used to explicitly model the spatial uncertainty associated with each reported coordinate …",Simon B Eickhoff and Angela R Laird and Christian Grefkes and Ling E Wang and Karl Zilles and Peter T Fox,1232,16819862859976877926,Human brain mapping,9,2907-2926,"Wiley Subscription Services, Inc., A Wiley Company",Coordinate‐based activation likelihood estimation meta‐analysis of neuroimaging data: A random‐effects approach based on empirical estimates of spatial uncertainty,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.20718,30,2009,/scholar?cites=16819862859976877926,wjpISMAAAAAJ:UeHWp8X0CEIC
1011002,"Over the last decade, many neuroimaging studies have assessed the human brain networks underlying action observation and imitation using a variety of tasks and paradigms. Nevertheless, questions concerning which areas consistently contribute to these networks irrespective of the particular experimental design and how such processing may be lateralized remain unresolved. The current study aimed at identifying cortical areas consistently involved in action observation and imitation by combining activation likelihood estimation (ALE) meta-analysis with probabilistic cytoarchitectonic maps. Meta-analysis of 139 functional magnetic resonance and positron emission tomography experiments revealed a bilateral network for both action observation and imitation. Additional subanalyses for different effectors within each network revealed highly comparable activation patterns to the overall analyses on observation …",Svenja Caspers and Karl Zilles and Angela R Laird and Simon B Eickhoff,1029,13884948650727731965,Neuroimage,3,1148-1167,Academic Press,ALE meta-analysis of action observation and imitation in the human brain,https://www.sciencedirect.com/science/article/pii/S1053811909014013,50,2010,/scholar?cites=13884948650727731965,wjpISMAAAAAJ:YsMSGLbcyi4C
1011003,"Several recent reports in large, independent samples have demonstrated the influence of motion artifact on resting-state functional connectivity MRI (rsfc-MRI). Standard rsfc-MRI preprocessing typically includes regression of confounding signals and band-pass filtering. However, substantial heterogeneity exists in how these techniques are implemented across studies, and no prior study has examined the effect of differing approaches for the control of motion-induced artifacts. To better understand how in-scanner head motion affects rsfc-MRI data, we describe the spatial, temporal, and spectral characteristics of motion artifacts in a sample of 348 adolescents. Analyses utilize a novel approach for describing head motion on a voxelwise basis. Next, we systematically evaluate the efficacy of a range of confound regression and filtering techniques for the control of motion-induced artifacts. Results reveal that the …",Theodore D Satterthwaite and Mark A Elliott and Raphael T Gerraty and Kosha Ruparel and James Loughead and Monica E Calkins and Simon B Eickhoff and Hakon Hakonarson and Ruben C Gur and Raquel E Gur and Daniel H Wolf,978,2337992246206558283,Neuroimage,,240-256,Academic Press,An improved framework for confound regression and filtering for control of motion artifact in the preprocessing of resting-state functional connectivity data,https://www.sciencedirect.com/science/article/pii/S1053811912008609,64,2013,/scholar?cites=2337992246206558283,wjpISMAAAAAJ:uLbwQdceFCQC
1011004,"Whether we feel sympathy for another, listen to our heartbeat, experience pain or negotiate, the insular cortex is thought to integrate perceptions, emotions, thoughts, and plans into one subjective image of “our world”. The insula has hence been ascribed an integrative role, linking information from diverse functional systems. Nevertheless, various anatomical and functional studies in humans and non-human primates also indicate a functional differentiation of this region. In order to investigate this functional differentiation as well as the mechanisms of the functional integration in the insula, we performed activation-likelihood-estimation (ALE) meta-analyses of 1,768 functional neuroimaging experiments. The analysis revealed four functionally distinct regions on the human insula, which map to the social-emotional, the sensorimotor, the olfacto-gustatory, and the cognitive network of the brain. Sensorimotor …",Florian Kurth and Karl Zilles and Peter T Fox and Angela R Laird and Simon B Eickhoff,965,15203922458346670068,Brain Structure and Function,5-6,519-534,Springer-Verlag,A link between the systems: functional differentiation and integration within the human insula revealed by meta-analysis,https://link.springer.com/content/pdf/10.1007/s00429-010-0255-z.pdf,214,2010,/scholar?cites=15203922458346670068,wjpISMAAAAAJ:W7OEmFMy1HYC
1011005,"Probabilistic cytoarchitectonic maps in standard reference space provide a powerful tool for the analysis of structure–function relationships in the human brain. While these microstructurally defined maps have already been successfully used in the analysis of somatosensory, motor or language functions, several conceptual issues in the analysis of structure–function relationships still demand further clarification. In this paper, we demonstrate the principle approaches for anatomical localisation of functional activations based on probabilistic cytoarchitectonic maps by exemplary analysis of an anterior parietal activation evoked by visual presentation of hand gestures. After consideration of the conceptual basis and implementation of volume or local maxima labelling, we comment on some potential interpretational difficulties, limitations and caveats that could be encountered. Extending and supplementing these …",Simon B Eickhoff and Tomas Paus and Svenja Caspers and Marie-Helene Grosbras and Alan C Evans and Karl Zilles and Katrin Amunts,851,14004693261275555383,Neuroimage,3,511-521,Academic Press,Assignment of functional activations to probabilistic cytoarchitectonic areas revisited,https://www.sciencedirect.com/science/article/pii/S1053811907002303,36,2007,/scholar?cites=14004693261275555383,wjpISMAAAAAJ:9yKSN-GCB0IC
1011006,"A widely used technique for coordinate-based meta-analysis of neuroimaging data is activation likelihood estimation (ALE), which determines the convergence of foci reported from different experiments. ALE analysis involves modelling these foci as probability distributions whose width is based on empirical estimates of the spatial uncertainty due to the between-subject and between-template variability of neuroimaging data. ALE results are assessed against a null-distribution of random spatial association between experiments, resulting in random-effects inference. In the present revision of this algorithm, we address two remaining drawbacks of the previous algorithm. First, the assessment of spatial association between experiments was based on a highly time-consuming permutation test, which nevertheless entailed the danger of underestimating the right tail of the null-distribution. In this report, we outline how …",Simon B Eickhoff and Danilo Bzdok and Angela R Laird and Florian Kurth and Peter T Fox,825,13636871226519855605,Neuroimage,3,2349-2361,Academic Press,Activation likelihood estimation meta-analysis revisited,https://www.sciencedirect.com/science/article/pii/S1053811911010627,59,2012,/scholar?cites=13636871226519855605,wjpISMAAAAAJ:NaGl4SEjCO4C
1011007,"An increasingly large number of neuroimaging studies have investigated functionally connected networks during rest, providing insight into human brain architecture. Assessment of the functional qualities of resting state networks has been limited by the task-independent state, which results in an inability to relate these networks to specific mental functions. However, it was recently demonstrated that similar brain networks can be extracted from resting state data and data extracted from thousands of task-based neuroimaging experiments archived in the BrainMap database. Here, we present a full functional explication of these intrinsic connectivity networks at a standard low order decomposition using a neuroinformatics approach based on the BrainMap behavioral taxonomy as well as a stratified, data-driven ordering of cognitive processes. Our results serve as a resource for functional interpretations of brain …",Angela R Laird and P Mickle Fox and Simon B Eickhoff and Jessica A Turner and Kimberly L Ray and D Reese McKay and David C Glahn and Christian F Beckmann and Stephen M Smith and Peter T Fox,801,15625721906817881170,Journal of cognitive neuroscience,12,4022-4037,MIT Press,Behavioral interpretations of intrinsic connectivity networks,https://www.mitpressjournals.org/doi/abs/10.1162/jocn_a_00077,23,2011,/scholar?cites=15625721906817881170,wjpISMAAAAAJ:r0BpntZqJG4C
1011008,"Psychiatric diagnoses are currently distinguished based on sets of specific symptoms. However, genetic and clinical analyses find similarities across a wide variety of diagnoses, suggesting that a common neurobiological substrate may exist across mental illness.To conduct a meta-analysis of structural neuroimaging studies across multiple psychiatric diagnoses, followed by parallel analyses of 3 large-scale healthy participant data sets to help interpret structural findings in the meta-analysis.PubMed was searched to identify voxel-based morphometry studies through July 2012 comparing psychiatric patients to healthy control individuals for the meta-analysis. The 3 parallel healthy participant data sets included resting-state functional magnetic resonance imaging, a database of activation foci across thousands of neuroimaging experiments, and a data set with structural imaging and …",Madeleine Goodkind and Simon B Eickhoff and Desmond J Oathes and Ying Jiang and Andrew Chang and Laura B Jones-Hagata and Brissa N Ortega and Yevgeniya V Zaiko and Erika L Roach and Mayuresh S Korgaonkar and Stuart M Grieve and Isaac Galatzer-Levy and Peter T Fox and Amit Etkin,710,2465673886615989326,JAMA psychiatry,4,305-315,American Medical Association,Identification of a common neurobiological substrate for mental illness,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/2108651,72,2015,/scholar?cites=2465673886615989326,wjpISMAAAAAJ:raTqNPD5sRQC
1011009,"Activation Likelihood Estimation (ALE) is an objective, quantitative technique for coordinate‐based meta‐analysis (CBMA) of neuroimaging results that has been validated for a variety of uses. Stepwise modifications have improved ALE's theoretical and statistical rigor since its introduction. Here, we evaluate two avenues to further optimize ALE. First, we demonstrate that the maximum contribution of an experiment makes to an ALE map is related to the number of foci it reports and their proximity. We present a modified ALE algorithm that eliminates these within‐experiment effects. However, we show that these effects only account for 2–3% of cumulative ALE values, and removing them has little impact on thresholded ALE maps. Next, we present an alternate organizational approach to datasets that prevents subject groups with multiple experiments in a dataset from influencing ALE values more than others. This …",Peter E Turkeltaub and Simon B Eickhoff and Angela R Laird and Mick Fox and Martin Wiener and Peter Fox,690,1872793313590300756,Human brain mapping,1,1-13,"Wiley Subscription Services, Inc., A Wiley Company",Minimizing within‐experiment and within‐group effects in activation likelihood estimation meta‐analyses,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.21186,33,2012,/scholar?cites=1872793313590300756,wjpISMAAAAAJ:HDshCWvjkbEC
