id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1020000,"The Moderate Resolution Spectroradiometer (MODIS) sensor has provided near real-time estimates of gross primary production (GPP) since March 2000. We compare four years (2000 to 2003) of satellite-based calculations of GPP with tower eddy CO 2  flux-based estimates across diverse land cover types and climate regimes. We examine the potential error contributions from meteorology, leaf area index (LAI)/fPAR, and land cover. The error between annual GPP computed from NASA's Data Assimilation Office's (DAO) and tower-based meteorology is 28%, indicating that NASA's DAO global meteorology plays an important role in the accuracy of the GPP algorithm. Approximately 62% of MOD15-based estimates of LAI were within the estimates based on field optical measurements, although remaining values overestimated site values. Land cover presented the fewest errors, with most errors within the forest …",Faith Ann Heinsch and Maosheng Zhao and Steven W Running and John S Kimball and Ramakrishna R Nemani and Kenneth J Davis and Paul V Bolstad and Bruce D Cook and Ankur R Desai and Daniel M Ricciuto and Beverly E Law and Walt C Oechel and Hyojung Kwon and Hongyan Luo and Steven C Wofsy and Allison L Dunn and J William Munger and Dennis D Baldocchi and Liukang Xu and David Y Hollinger and Andrew D Richardson and Paul C Stoy and Mario BS Siqueira and Russell K Monson and Sean P Burns and Lawrence B Flanagan,631,4198182084816896727,IEEE Transactions on Geoscience and Remote Sensing,7,1908-1925,IEEE,Evaluation of remote sensing based terrestrial productivity from MODIS using regional tower eddy flux network observations,https://ieeexplore.ieee.org/abstract/document/1645290/,44,2006,/scholar?cites=4198182084816896727,Mk7BuSwAAAAJ:u-x6o8ySG0sC
1020001,"Understanding how environmental variables affect the processes that regulate the carbon flux over grassland is critical for large-scale modeling research, since grasslands comprise almost one-third of the earth’s natural vegetation. To address this issue, fluxes of CO2 (Fc, flux toward the surface is negative) were measured over a Mediterranean, annual grassland in California, USA for 2 years with the eddy covariance method.To interpret the biotic and abiotic factors that modulate Fc over the course of a year we decomposed net ecosystem CO2 exchange into its constituent components, ecosystem respiration (Reco) and gross primary production (GPP). Daytime Reco was extrapolated from the relationship between temperature and nighttime Fc under high turbulent conditions. Then, GPP was estimated by subtracting daytime values of Fc from daytime estimates of Reco.Results show that most of carbon exchange …",Liukang Xu and Dennis D Baldocchi,631,16927767756638094234,Agricultural and Forest Meteorology,1-2,79-96,Elsevier,Seasonal variation in carbon dioxide exchange over a Mediterranean annual grassland in California,https://www.sciencedirect.com/science/article/pii/S0168192303002533,123,2004,/scholar?cites=16927767756638094234,Mk7BuSwAAAAJ:u5HHmVD_uO8C
1020002,"Water transport is an integral part of the process of growth by cell expansion and accounts for most of the increase in cell volume characterizing growth. Under water deficiency, growth is readily inhibited and growth of roots is favoured over that of leaves. The mechanisms underlying this differential response are examined in terms of Lockhart's equations and water transport. For roots, when water potential (Ψ) is suddenly reduced, osmotic adjustment occurs rapidly to allow partial turgor recovery and re‐establishment of Ψ gradient for water uptake, and the loosening ability of the cell wall increases as indicated by a rapid decline in yield‐threshold turgor. These adjustments permit roots to resume growth under low Ψ. In contrast, in leaves under reductions in Ψ of similar magnitude, osmotic adjustment occurs slowly and wall loosening ability either does not increase substantially or actually decreases, leading to …",Theodore C Hsiao and Liu‐Kang Xu,593,9437024915968575789,Journal of experimental botany,350,1595-1616,Oxford University Press,Sensitivity of growth of roots versus leaves to water stress: biophysical analysis and relation to water transport,https://academic.oup.com/jxb/article-abstract/51/350/1595/738124,51,2000,/scholar?cites=9437024915968575789,Mk7BuSwAAAAJ:9yKSN-GCB0IC
1020003,"Savannas and open grasslands often co-exist in semi-arid regions. Questions that remain unanswered and are of interest to biometeorologists include: how do these contrasting landscapes affect the exchanges of energy on seasonal and annual time scales; and, do biophysical constraints imposed by water supply and water demand affect whether the land is occupied by open grasslands or savanna? To address these questions, and others, we examine how a number of abiotic, biotic and edaphic factors modulate water and energy flux densities over an oak–grass savanna and an annual grassland that coexist in the same climate but on soils with different hydraulic properties.The net radiation balance was greater over the oak woodland than the grassland, despite the fact that both canopies received similar sums of incoming short and long wave radiation. The lower albedo and lower radiative surface temperature …",Dennis D Baldocchi and Liukang Xu and Nancy Kiang,543,2362120081236778678,Agricultural and Forest Meteorology,1-2,13-39,Elsevier,"How plant functional-type, weather, seasonal drought, and soil physical properties alter water and energy fluxes of an oak–grass savanna and an annual grassland",https://www.sciencedirect.com/science/article/pii/S0168192303002739,123,2004,/scholar?cites=2362120081236778678,Mk7BuSwAAAAJ:2osOgNQ5qMEC
1020004,"In this paper, we analyzed 3 years of carbon flux data from continuous eddy covariance measurements to investigate how soil moisture, rain pulses, and growth alter the response of ecosystem respiration to temperature. The data were acquired over an annual grassland and from the grass understory of an oak/grass savanna ecosystem in California. We observed that ecosystem respiration was an exponential function of soil temperature during the winter wet season and a jump in ecosystem respiration occurred, at comparable temperatures, during the spring growth period. The depletion of the moisture from the soil reservoir, during spring, limited ecosystem respiration after its volumetric water content dropped below a threshold of 0.15 m3 m−3. The senescence of grass during the summer switched the source of ecosystem respiration to heterotrophic bacteria and fungi. During the summer, respiration proceeded at …",Liukang Xu and Dennis D Baldocchi and Jianwu Tang,528,1379163338571334685,Global Biogeochemical Cycles,4,,,"How soil moisture, rain pulses, and growth alter the response of ecosystem respiration to temperature",https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2004GB002281,18,2004,/scholar?cites=1379163338571334685,Mk7BuSwAAAAJ:qjMakFHDy7sC
1020005,"To estimate how tree photosynthesis modulates soil respiration, we simultaneously and continuously measured soil respiration and canopy photosynthesis over an oak‐grass savanna during the summer, when the annual grass between trees was dead. Soil respiration measured under a tree crown reflected the sum of rhizosphere respiration and heterotrophic respiration; soil respiration measured in an open area represented heterotrophic respiration. Soil respiration was measured using solid‐state CO2 sensors buried in soils and the flux‐gradient method. Canopy photosynthesis was obtained from overstory and understory flux measurements using the eddy covariance method. We found that the diurnal pattern of soil respiration in the open was driven by soil temperature, while soil respiration under the tree was decoupled with soil temperature. Although soil moisture controlled the seasonal pattern of soil …",Jianwu Tang and Dennis D Baldocchi and Liukang Xu,505,9999718731980846969,Global Change Biology,8,1298-1304,Blackwell Science Ltd,Tree photosynthesis modulates soil respiration on a diurnal time scale,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2005.00978.x,11,2005,/scholar?cites=9999718731980846969,Mk7BuSwAAAAJ:d1gkVwhDpl0C
1020006,"Understanding seasonal changes in photosynthetic parameters and stomatal conductance is crucial for modeling long-term carbon uptake and energy fluxes of ecosystems. Gas exchange measurements of CO2 and light response curves on blue oak leaves (Quercus douglasii H. & A.) were conducted weekly throughout the growing season to study the seasonality of photosynthetic capacity (Vcmax) and Ball-Berry slope (m) under prolonged summer drought and high temperature. A leaf photosynthetic model was used to determine Vcmax.There was a pronounced seasonal pattern in Vcmax. The maximum value of Vcmax, 127 μmol m−2 s−1, was reached shortly after leaf expansion in early summer, when air temperature was moderate and soil water availability was high. Thereafter, Vcmax declined as the soil water profile became depleted and the trees experienced extreme air temperatures, exceeding …",Liukang Xu and Dennis D Baldocchi,450,10588988828832347860,Tree physiology,13,865-877,Heron Publishing,Seasonal trends in photosynthetic parameters and stomatal conductance of blue oak (Quercus douglasii) under prolonged summer drought and high temperature,https://academic.oup.com/treephys/article-abstract/23/13/865/1650675,23,2003,/scholar?cites=10588988828832347860,Mk7BuSwAAAAJ:zYLM7Y9cAGgC
1020007,"Many current models of ecosystem carbon exchange based on remote sensing, such as the MODIS product termed MOD17, still require considerable input from ground based meteorological measurements and look up tables based on vegetation type. Since these data are often not available at the same spatial scale as the remote sensing imagery, they can introduce substantial errors into the carbon exchange estimates. Here we present further development of a gross primary production (GPP) model based entirely on remote sensing data. In contrast to an earlier model based only on the enhanced vegetation index (EVI), this model, termed the Temperature and Greenness (TG) model, also includes the land surface temperature (LST) product from MODIS. In addition to its obvious relationship to vegetation temperature, LST was correlated with vapor pressure deficit and photosynthetically active radiation …",Daniel A Sims and Abdullah F Rahman and Vicente D Cordova and Bassil Z El-Masri and Dennis D Baldocchi and Paul V Bolstad and Lawrence B Flanagan and Allen H Goldstein and David Y Hollinger and Laurent Misson and Russell K Monson and Walter C Oechel and Hans P Schmid and Steven C Wofsy and Liukang Xu,368,1633452404518790226,Remote sensing of Environment,4,1633-1646,Elsevier,A new model of gross primary productivity for North American ecosystems based solely on the enhanced vegetation index and land surface temperature from MODIS,https://www.sciencedirect.com/science/article/pii/S0034425707004105,112,2008,/scholar?cites=1633452404518790226,Mk7BuSwAAAAJ:W7OEmFMy1HYC
1020008,"To understand the dynamics of ecosystem carbon cycling, CO2 fluxes were measured over and under an oak–grass savanna and over a proximate grassland in California. The measurements were made from 2000 to 2006 using the eddy covariance technique. Annual net carbon exchange (NEE) ranged from −155 to −56 gC m−2 year−1 and from −88 to 141 gC m−2 year−1 at the savanna and nearby grassland, respectively. Inter-annual variability in NEE was significantly related to length of growing season for the savanna, grassland, and tree canopy. We partitioned the NEE into two separate terms—primary productivity (GPP) and respiration (ecosystem respiration, Reco)—and found that the GPP and Reco of the savanna and grassland depended primarily on the amount of seasonal precipitation that occurred while grass and tree canopies were simultaneously active rather than depending on annual …",Siyan Ma and Dennis D Baldocchi and Liukang Xu and Ted Hehn,362,14029922688595470361,Agricultural and Forest Meteorology,3-4,157-171,Elsevier,Inter-annual variability in carbon dioxide exchange of an oak/grass savanna and open grassland in California,https://www.sciencedirect.com/science/article/pii/S016819230700189X,147,2007,/scholar?cites=14029922688595470361,Mk7BuSwAAAAJ:Tyk-4Ss8FVUC
1020009,"There is a growing concern in the flux community that using the eddy covariance method with open‐path CO2 analyzers often leads to measurements of an apparent ecosystem CO2 uptake during off‐season periods, especially in cold climates. Such uptake has not been observed when measurements were made with closed‐path analyzers, chambers, or profile methods, suggesting it is an artifact due in some way to the use of open‐path analyzers. In this study, a series of laboratory tests and field experiments were conducted to determine the magnitude of the instrument surface heat exchange in the open path and its relationship with the measured CO2 flux. Results showed that (1) the surface of an open‐path instrument became substantially warmer than ambient due to electronics and radiation load during daytime, while at night, radiative cooling moderated temperature increases in the path; (2) high‐frequency …",George G Burba and DAYLE K McDERMITT and Achim Grelle and Daniel J Anderson and Liukang Xu,351,1660840727933680744,Global Change Biology,8,1854-1876,Blackwell Publishing Ltd,Addressing the influence of instrument surface heat exchange on the measurements of CO2 flux from open‐path gas analyzers,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2008.01606.x,14,2008,/scholar?cites=1660840727933680744,Mk7BuSwAAAAJ:Y0pCki6q_DkC
