id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1012000,"Integrating conceptually similar models of the growth of marine and terrestrial primary producers yielded an estimated global net primary production (NPP) of 104.9 petagrams of carbon per year, with roughly equal contributions from land and oceans. Approaches based on satellite indices of absorbed solar radiation indicate marked heterogeneity in NPP for both land and oceans, reflecting the influence of physical and ecological processes. The spatial and temporal distributions of ocean NPP are consistent with primary limitation by light, nutrients, and temperature. On land, water limitation imposes additional constraints. On land and ocean, progressive changes in NPP can result in altered carbon storage, although contrasts in mechanisms of carbon storage and rates of organic matter turnover result in a range of relations between carbon storage and changes in NPP.",Christopher B Field and Michael J Behrenfeld and James T Randerson and Paul Falkowski,4819,3911003410948628289,Science,5374,237-240,American Association for the Advancement of Science,Primary production of the biosphere: integrating terrestrial and oceanic components,https://science.sciencemag.org/content/281/5374/237.abstract,281,1998,/scholar?cites=3911003410948628289,ves-iZUAAAAJ:u5HHmVD_uO8C

1012001,"This paper presents a modeling approach aimed at seasonal resolution of global climatic and edaphic controls on patterns of terrestrial ecosystem production and soil microbial respiration. We use satellite imagery (Advanced Very High Resolution Radiometer and International Satellite Cloud Climatology Project solar radiation), along with historical climate (monthly temperature and precipitation) and soil attributes (texture, C and N contents) from global (1°) data sets as model inputs. The Carnegie‐Ames‐Stanford approach (CASA) Biosphere model runs on a monthly time interval to simulate seasonal patterns in net plant carbon fixation, biomass and nutrient allocation, litterfall, soil nitrogen mineralization, and microbial CO2 production. The model estimate of global terrestrial net primary production is 48 Pg C yr−1 with a maximum light use efficiency of 0.39 g C MJ−1PAR. Over 70% of terrestrial net production takes …",Christopher S Potter and James T Randerson and Christopher B Field and Pamela A Matson and Peter M Vitousek and Harold A Mooney and Steven A Klooster,2581,3549172922765482792,Global Biogeochemical Cycles,4,811-841,,Terrestrial ecosystem production: a process model based on global satellite and surface data,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/93GB02725,7,1993,/scholar?cites=3549172922765482792,ves-iZUAAAAJ:u-x6o8ySG0sC

1012002,"New burned area datasets and top-down constraints from atmospheric concentration measurements of pyrogenic gases have decreased the large uncertainty in fire emissions estimates. However, significant gaps remain in our understanding of the contribution of deforestation, savanna, forest, agricultural waste, and peat fires to total global fire emissions. Here we used a revised version of the Carnegie-Ames-Stanford-Approach (CASA) biogeochemical model and improved satellite-derived estimates of area burned, fire activity, and plant productivity to calculate fire emissions for the 1997–2009 period on a 0.5° spatial resolution with a monthly time step. For November 2000 onwards, estimates were based on burned area, active fire detections, and plant productivity from the MODerate resolution Imaging Spectroradiometer (MODIS) sensor. For the partitioning we focused on the MODIS era. We used maps of burned area derived from the Tropical Rainfall Measuring Mission (TRMM) Visible and Infrared Scanner (VIRS) and Along-Track Scanning Radiometer (ATSR) active fire data prior to MODIS (1997–2000) and estimates of plant productivity derived from Advanced Very High Resolution Radiometer (AVHRR) observations during the same period. Average global fire carbon emissions according to this version 3 of the Global Fire Emissions Database (GFED3) were 2.0 Pg C year−1 with significant interannual variability during 1997–2001 (2.8 Pg C year−1 in 1998 and 1.6 Pg C year−1 in 2001). Globally, emissions during 2002–2007 were relatively constant (around 2.1 Pg C year−1) before declining in 2008 (1.7 Pg C year−1) and 2009 (1.5 Pg C …",Guido R Van der Werf and James T Randerson and Louis Giglio and GJ Collatz and Mingquan Mu and Prasad S Kasibhatla and Douglas C Morton and RS DeFries and Yufang Jin and Thijs T van Leeuwen,2307,7092986590015230671,Atmospheric Chemistry and Physics,23,11707-11735,,"Global fire emissions and the contribution of deforestation, savanna, forest, agricultural, and peat fires (1997-2009)",https://escholarship.org/uc/item/1p58v0cr,10,2010,/scholar?cites=7092986590015230671,ves-iZUAAAAJ:8k81kl-MbHgC

1012003,"Efforts to control climate change require the stabilization of atmospheric CO 2 concentrations. This can only be achieved through a drastic reduction of global CO 2 emissions. Yet fossil fuel emissions increased by 29% between 2000 and 2008, in conjunction with increased contributions from emerging economies, from the production and international trade of goods and services, and from the use of coal as a fuel source. In contrast, emissions from land-use changes were nearly constant. Between 1959 and 2008, 43% of each year's CO 2 emissions remained in the atmosphere on average; the rest was absorbed by carbon sinks on land and in the oceans. In the past 50 years, the fraction of CO 2 emissions that remains in the atmosphere each year has likely increased, from about 40% to 45%, and models suggest that this trend was caused by a decrease in the uptake of CO 2 by the carbon sinks in response to …",Corinne Le Quéré and Michael R Raupach and Josep G Canadell and Gregg Marland and Laurent Bopp and Philippe Ciais and Thomas J Conway and Scott C Doney and Richard A Feely and Pru Foster and Pierre Friedlingstein and Kevin Gurney and Richard A Houghton and Joanna I House and Chris Huntingford and Peter E Levy and Mark R Lomas and Joseph Majkut and Nicolas Metzl and Jean P Ometto and Glen P Peters and I Colin Prentice and James T Randerson and Steven W Running and Jorge L Sarmiento and Ute Schuster and Stephen Sitch and Taro Takahashi and Nicolas Viovy and Guido R Van Der Werf and F Ian Woodward,1951,5813202270436618624,,12,831,Nature Publishing Group,Trends in the sources and sinks of carbon dioxide,https://www.nature.com/articles/ngeo689,2,2009,/scholar?cites=5813202270436618624,ves-iZUAAAAJ:mlAyqtXpCwEC

1012004,"Biomass burning represents an important source of atmospheric aerosols and greenhouse gases, yet little is known about its interannual variability or the underlying mechanisms regulating this variability at continental to global scales. Here we investigated fire emissions during the 8 year period from 1997 to 2004 using satellite data and the CASA biogeochemical model. Burned area from 2001?2004 was derived using newly available active fire and 500 m burned area datasets from MODIS following the approach described by Giglio et al. (2005). ATSR and VIRS satellite data were used to extend the burned area time series back in time through 1997. In our analysis we estimated fuel loads, including peatland fuels, and the net flux from terrestrial ecosystems as the balance between net primary production (NPP), heterotrophic respiration (Rh), and biomass burning, using time varying inputs of precipitation (PPT), temperature, solar radiation, and satellite-derived fractional absorbed photosynthetically active radiation (fAPAR). For the 1997?2004 period, we found that on average approximately 58 Pg C year?1 was fixed by plants, and approximately 95% of this was returned back to the atmosphere via Rh. Another 4%, or 2.5 Pg C year?1 was emitted by biomass burning; the remainder consisted of losses from fuel wood collection and subsequent burning. At a global scale, burned area and total fire emissions were largely decoupled from year to year. Total carbon emissions tracked burning in forested areas (including deforestation fires in the tropics), whereas burned area was largely controlled by savanna fires that responded to different …",Guido R van der Werf and James T Randerson and Louis Giglio and G James Collatz and Prasad S Kasibhatla and AF Arellano Jr,1648,8902688950087840963,Atmospheric Chemistry and Physics,,3423–3441,,Interannual variability of global biomass burning emissions from 1997 to 2004,https://hal.archives-ouvertes.fr/hal-00301203/,6,2006,/scholar?cites=8902688950087840963,ves-iZUAAAAJ:2osOgNQ5qMEC
