id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1024000,"The Maximum Power Point Tracking controller (MPPT) is a key element in Photovoltaic systems (PV). It is used to maintain the PV operating point at its maximum under different temperatures and sunlight irradiations. The goal of a MPPT controller is to satisfy the following performances criteria: accuracy, precision, speed, robustness and handling the partial shading problem when climatic changes variations occur. To achieve this goal, several techniques have been proposed ranging from conventional methods to artificial intelligence and bio-inspired methods. Each technique has its own advantage and disadvantage. In this context, we propose in this paper, a new Bio- inspired MPPT controller based on the Ant colony Optimization algorithm with a New Pheromone Updating strategy (ACO_NPU MPPT) that saves the computation time and performs an excellent tracking capability with high accuracy, zero …",Sabrina Titri and Cherif Larbes and Kamal Youcef Toumi and Karima Benatchba,107,12109637922553396745,Applied Soft Computing,,465-479,Elsevier,A new MPPT controller based on the Ant colony optimization algorithm for Photovoltaic systems under partial shading conditions,https://www.sciencedirect.com/science/article/pii/S1568494617302703,58,2017,/scholar?cites=12109637922553396745,7iGY4M0AAAAJ:u_35RYKgDlwC
1024001,"Partitioning and scheduling are two central issues in the design of embedded systems since they can widely influence the characteristics of the system under design. The numerous constraints imposed by the environment and/or the underlying target architecture of mixed systems (containing hardware and software parts) make these two problems hard to solve. This paper introduces an automatic approach that integrates simultaneously partitioning and scheduling. It is inspired by the collective behavior of social insects such as bees in order to find a feasible solution to partitioning, using scheduling to find the shortest execution time to the system under design.",Mouloud Koudil and Karima Benatchba and Amina Tarabet and El Batoul Sahraoui,78,16829893643301486729,Applied Mathematics and Computation,2,1710-1722,Elsevier,Using artificial bees to solve partitioning and scheduling problems in codesign,https://www.sciencedirect.com/science/article/pii/S0096300306011064,186,2007,/scholar?cites=16829893643301486729,7iGY4M0AAAAJ:2osOgNQ5qMEC
1024002,"The “NP-Complete” class gathers very significant practical problems such as Sat, Max-Sat, partitioning. There is not polynomial algorithm for the resolution of these problems. As a result, the interest in heuristics and meta-heuristics is still growing. In this paper, we present a very recent metaheuristic introduced to solve a 3-sat problem. This metaheuristic can be classified as an evolutionary algorithm. It is based on the process of bees’ reproduction. We adapted it for the resolution of the Max-Sat problem. We tested it on a medical benchmark obtained from a data-mining problem that we translated into a Max-Sat problem.",Karima Benatchba and Lotfi Admane and Mouloud Koudil,68,14003007639557935675,,,212-220,"Springer, Berlin, Heidelberg",Using bees to solve a data-mining problem expressed as a max-sat one,https://link.springer.com/chapter/10.1007/11499305_22,,2005,/scholar?cites=14003007639557935675,7iGY4M0AAAAJ:qjMakFHDy7sC
1024003,"This paper presents a survey of previous studies done on the problem of tracking community evolution over time in dynamic social networks. This problem is of crucial importance in the field of social network analysis. The goal of our paper is to classify existing methods dealing with the issue. We propose a classification of various methods for tracking community evolution in dynamic social networks into four main approaches using as a criterion the functioning principle: the first one is based on independent successive static detection and matching; the second is based on dependent successive static detection; the third is based on simultaneous study of all stages of community evolution; finally, the fourth and last one concerns methods working directly on temporal networks. Our paper starts by giving basic concepts about social networks, community structure and strategies for evaluating community detection …",Narimene Dakiche and Fatima Benbouzid-Si Tayeb and Yahya Slimani and Karima Benatchba,50,457353002101659467,Information Processing & Management,3,1084-1102,Pergamon,Tracking community evolution in social networks: A survey,https://www.sciencedirect.com/science/article/pii/S0306457317305551,56,2019,/scholar?cites=457353002101659467,7iGY4M0AAAAJ:pyW8ca7W8N0C
1024004,"Tree topologies are widely used in WSN in order to route convergecast traffic to the sink. We consider in this paper the Shortest Path routing Tree (SPT) problem in WSN under different metrics; we show that the basic SPT based strategies are unsuitable for the many-to-one WSN when considering some metrics to compute link costs. Indeed, existing SPT approaches aim to construct a tree rooted at the sink such that the cost of the path from any node to the sink is minimal, while the cost of a given path is computed as summation of the costs of links that compose this path. However, in many-to-one WSN, links which are close to the sink are more critical than other links when using some metrics. We propose in this paper a new weighted path cost function, and we show that our cost function is more suitable for WSN. Based on this cost function, we propose a simple and efficient weighted shortest path tree construction …",Walid Bechkit and Mouloud Koudil and Yacine Challal and Abdelmadjid Bouabdallah and Brahim Souici and Karima Benatchba,46,15499402060837518010,,,000187-000192,IEEE,A new weighted shortest path tree for convergecast traffic routing in WSN,https://ieeexplore.ieee.org/abstract/document/6249291/,,2012,/scholar?cites=15499402060837518010,7iGY4M0AAAAJ:UeHWp8X0CEIC
1024005,"Unsupervised classification is one of the tasks of data-mining. In this paper, a method named AntPart for the resolution of exclusive unsupervised classification is introduced. It is inspired by the behavior of a particular species of ants called Pachycondyla apicalis. The performances of this method are compared with those of three other ones, also inspired by the social behavior of ants: AntClass, AntTree and AntClust.",Lotfi Admane and Karima Benatchba and Mouloud Koudil and Lamri Siad and Said Maziz,30,18446458946249788441,Applied Mathematics and Computation,1,16-28,Elsevier,AntPart: an algorithm for the unsupervised classification problem using ants,https://www.sciencedirect.com/science/article/pii/S0096300305010933,180,2006,/scholar?cites=18446458946249788441,7iGY4M0AAAAJ:IjCSPb-OGe4C
1024006,"On one hand, image segmentation is a low-level processing task which consists in partitioning an image into homogeneous regions. It can be seen as being a combinatorial optimization problem. In fact, considering the huge amount of information that an image carries, it is impossible to find the best segmentation. On the other hand, quantum genetic algorithms are characterized by their high diversity, and by a good balance between global and local search. In this paper, we present a quantum genetic algorithm for image segmentation",Karima Benatchba and Mouloud Koudil and Yacine Boukir and Nadjib Benkhelat,17,6712214051032602395,,,3556-3563,IEEE,Image segmentation using quantum genetic algorithms,https://ieeexplore.ieee.org/abstract/document/4153487/,,2006,/scholar?cites=6712214051032602395,7iGY4M0AAAAJ:zYLM7Y9cAGgC
1024007,"Partitioning problem in codesign is of great importance since it can widely influence the characteristics of the system under design. The numerous constraints imposed by the environment and/or the underlying target architecture, in addition to its NP-Completeness makes the problem hard to solve. This paper introduces an automatic partitioning approach inspired by the collective behavior of social insects such as ants, which are able to find the shortest path from their nest to a food source.",Mouloud Koudil and Karima Benatchba and Said Gharout and Nacer Hamani,13,6857999032034121992,,,324-337,"Springer, Berlin, Heidelberg",Solving partitioning problem in codesign with ant colonies,https://link.springer.com/chapter/10.1007/11499305_34,,2005,/scholar?cites=6857999032034121992,7iGY4M0AAAAJ:Tyk-4Ss8FVUC
1024008,"Semantic Web services (SWs) and P2P computing have emerged as new paradigms for solving complex problems by enabling large-scale aggregation and sharing of distributed computational resources. In this paper, we present a scalable approach based on epidemic discovery algorithm to discover new distributed and heterogeneous collaborative applications of large-scale distributed systems in a P2P network, and to rank the results according to a similarity score expressing the affinities between each of them and a user-submitted query. In order to reduce the execution time and improve the applicability of the epidemic discovery algorithm for discovering SWs, we propose the matching of ontology OWL-S process model in the heart of this algorithm which reduces the search space while keeping an acceptable matching quality level. Moreover, our matching approach is able to detect complex mappings …",Adel Boukhadra and Karima Benatchba and Amar Balla,10,1057950392807801830,,,106-113,IEEE,Ranked matching of OWL-S process model for distributed discovery of SWs in P2P systems,https://ieeexplore.ieee.org/abstract/document/7023941/,,2014,/scholar?cites=1057950392807801830,7iGY4M0AAAAJ:ufrVoPGSRksC
1024009,"On one hand, there is the problem to solve which is the image segmentation. It is a low-level processing task which consists in partitioning an image into homogeneous regions. Segmentation can be seen as a combinatorial optimization problem. In fact, considering the huge amount of information that an image carries, it is impossible to find the best segmentation. On the other hand, the reduced individual properties of ants as well as the simplicity of their behaviours led to the design of several methods of optimization by ants such as: optimization by colony of ants (ant colony optimization) and classification by co-operating ants (AntClass, AntTree, AntClust...). In this paper, we present an algorithm for the resolution of the segmentation problem. This algorithm, named ISA (image segmentation using ants), is based on the behavior of ants while cleaning their nest. The image to be segmented represents the …",Karima Benatcha and Mouloud Koudil and Nadjib Benkhelat and Yacine Boukir,10,12667183297119603035,,,2503-2507,IEEE,ISA an algorithm for image segmentation using ants,https://ieeexplore.ieee.org/abstract/document/4677258/,,2008,/scholar?cites=12667183297119603035,7iGY4M0AAAAJ:k_IJM867U9cC
1024010,"Semantic Web services  (SWs) has become the most dominant paradigm of the service-oriented computing and one of the hot issues in the area of distributed computing technology to perform business services composition more efficiently and effectively for a number of years now. The distributed composition of SWs according to their functionality increases the capability of an application to fulfill the user’s requirements. In this paper, we describe an efficient approach for improving the performance and effectiveness of automatic and cooperative composition of SWs in P2P systems. It implements a distributed solution based on scalable epidemic algorithm to discover and compose SWs in P2P systems. The main idea of our approach is to develop hybrid matching technique that operates on OWL-S process models in order to ensure high recall, further reduce the number of messages exchanged and reduce …",Adel Boukhadra and Karima Benatchba and Amar Balla,9,2697433755509868381,Journal of Ambient Intelligence and Humanized Computing,2,187-203,Springer Berlin Heidelberg,Efficient distributed discovery and composition of OWL-S process model in P2P systems,https://link.springer.com/content/pdf/10.1007/s12652-015-0313-8.pdf,7,2016,/scholar?cites=2697433755509868381,7iGY4M0AAAAJ:UebtZRa9Y70C
1024011,"Data mining is a constantly growing area. More and more domains of the daily life take advantage of the available tools (medicine, trade, meteorology, ...). However, such tools are confronted to a particular problem: the great number of characteristics that qualify data samples. They are more or less victims of the abundance of information. Sat domain benefits from the appearance of powerful solvers that can process huge amounts of data in short times. This paper proposes to solve supervised learning problems expressed as Sat ones. This is done to take advantage of an existing environment that allows experimenting different heuristics, such as: tabu search, genetic algorithm, ant colonies, etc., in order to extract solutions that satisfy a maximum number of clauses (Max-Sat problem). Finally, the best solutions are back-translated into rules that are applied to the data sets in order to verify that they really satisfy a …",Lotfi Admane and Karima Benatchba and Mouloud Koudil and M Drias and Said Gharout and Nacer Hamani,8,11036703517330403468,,,3151-3157,IEEE,Using ant colonies to solve data-mining problems,https://ieeexplore.ieee.org/abstract/document/1400824/,4,2004,/scholar?cites=11036703517330403468,7iGY4M0AAAAJ:Y0pCki6q_DkC
1024012,"Partitioning problem in codesign is of critical importance since it has big impact on cost/performance characteristics of the final product. Tt is an NP-Complete problem that deals with the different constraints relative to the system and the underlying target architecture. The reported partitioning approaches have several drawbacks (they are often dedicated to a particular application or target architecture, they operate at a unique granularity level, most of them are manual and impossible to apply for complex systems, the number of constraints they deal with is generally limited...). This paper introduces an automatic approach using genetic algorithms to solve partitioning in codesign. This approach is totally independent of target architecture. Another advantage of this approach is that it allows determining dynamically the granularity of the objects to partition, making it possible to browse more efficiently solution …",Mouloud Koudil and Karima Benatchba and Daniel Dours,7,11837316894553961473,,,393-400,"Springer, Berlin, Heidelberg",Using genetic algorithms for solving partitioning problem in codesign,https://link.springer.com/chapter/10.1007/3-540-44869-1_50,,2003,/scholar?cites=11837316894553961473,7iGY4M0AAAAJ:eQOLeE2rZwMC
1024013,"We introduce a novel game theory approach to the problem of integrating periodic and flexible preventive maintenance and production scheduling for permutation flowshops. Our main contribution is to propose game modeling that allows decision maker to have compromise solutions meeting at best production and maintenance criteria. To achieve this, two new games formulations for the problem are proposed, and a stable solution for the players is obtained through the concept of equilibrium. The first game follows a constructive approach while the second one follows an improvement one. Moreover, to cope with the concept of game types, we proposed two player’s behaviors: rational and non-rational. Extensive experiments are carried out to validate our proposed approaches and developed methods. Besides, the results of the proposed methods are compared against the state of the art, highlighting our …",Fatima Benbouzid-Si Tayeb and Karima Benatchba and Abd-Essalam Messiaid,6,13763169790325844915,Operational Research,1,221-255,Springer Berlin Heidelberg,Game theory-based integration of scheduling with flexible and periodic maintenance planning in the permutation flowshop sequencing problem,https://link.springer.com/article/10.1007/s12351-016-0261-x,18,2018,/scholar?cites=13763169790325844915,7iGY4M0AAAAJ:bEWYMUwI8FkC
1024014,,K Benatchba and L Admane and M Koudil and H Drias,6,16885290376849720109,"International Conference on Mathematical Methods for Learning, MML",,,,Application of ant colonies to data-mining expressed as Max-Sat problems,http://scholar.google.com/scholar?cluster=16885290376849720109&hl=en&oi=scholarr,,2004,/scholar?cites=16885290376849720109,7iGY4M0AAAAJ:WF5omc3nYNoC
1024015,"In wireless sensor networks, trust management schemes are designed to preserve them against misbehavior of malicious sensor nodes. These schemes observe the behavior of nodes, check their conformity to what is expected, compute and assign them trust values, and avoid any interaction with untrustworthy nodes. In this paper, we introduce Adaptive and dual Data-Communication Trust scheme (ADCT) for clustered wireless sensor networks to effectively deal with untrustworthy nodes. Unlike prior works, we propose an adaptive trust function to assess the direct trust between nodes according to the application’s requirement in terms of trust severity. We also consider data trust to cope with untrustworthy nodes during the data collection despite their communication capabilities. Moreover, we use the duality data-communication trust to deal with untrustworthy recommendations when building cluster …",Said Talbi and Mouloud Koudil and Abdelmadjid Bouabdallah and Karima Benatchba,5,4121175823795987767,Telecommunication Systems,4,605-619,Springer US,Adaptive and dual data-communication trust scheme for clustered wireless sensor networks,https://link.springer.com/article/10.1007/s11235-016-0254-3,65,2017,/scholar?cites=4121175823795987767,7iGY4M0AAAAJ:TFP_iSt0sucC
1024016,"Feature selection is an important data-preprocessing step that often precedes the classification task. Because of large amount of features in real world applications, feature selection is considered as a hard optimization problem. For such problems, metaheuristics have been shown to be a very promising solving approach. In this work, we propose to use Bee Swarm Optimization (BSO) for feature selection. The proposed algorithm, BSO-FS, is based on the wrapper approach that uses BSO for the generation of feature subsets, and a classifier algorithm to evaluate the solutions. BSO-FS is tested on well-known datasets and its performances are compared with those of recently published methods. Obtained results show that for the majority of datasets, BSO-FS selects efficiently relevant features while improving the classification accuracy.",Souhila Sadeg and Leila Hamdad and Karima Benatchba and Zineb Habbas,5,15166481081923817971,,,387-399,"Springer, Cham",BSO-FS: bee swarm optimization for feature selection in classification,https://link.springer.com/chapter/10.1007/978-3-319-19258-1_33,,2015,/scholar?cites=15166481081923817971,7iGY4M0AAAAJ:kNdYIx-mwKoC
1024017,"In this paper, we describe our participation in the INEX 2015 Social Book Search Suggestion Track (SBS). We have exploited in our experiments only the tags assigned by users to books provided from LibraryThing (LT). We have investigated the impact of the weight of each term of the topic in the retrieval model using two methods. In the first method, we have used the TF-IQF formula to assign a weight to each term of the topic. In the second method, we have used Rocchio algorithm to expand the query and calculate the weight of the tags assigned to the example books mentioned in the book search request. Parameters of our models have been tuned using the topics of INEX 2014 and tested on INEX 2015 Social Book Search track.",Messaoud Chaa and Omar Nouali and Youcef Djenouri and Ahcène Bendjoudi and Djamel Djenouri,5,6646912437190704447,,,,,CERIST at INEX 2015: Social Book Search Track.,http://ceur-ws.org/Vol-1391/18-CR.pdf,,2015,/scholar?cites=6646912437190704447,7iGY4M0AAAAJ:fPk4N6BV_jEC
1024018,"Palmprint is one of the modalities that offer high recognition accuracy. The recognition process depends on an optimized ROI (Region of Interest) extraction. This extraction is affected by several factors including the device used and the acquisition conditions. The acquisition mode can alter some image properties like rotation, translation and scale. Some devices are designed to maintain hand in a fixed position and delimit a subspace of the hand. On the other hand, contactless devices offer more convenience and flexibility but lead to altered images. ROI extraction methods must consider the acquisition device (with contact or contactless). In this paper, we propose a ROI extraction method that addresses this issue. We test our method on two databases PolyU and CASIA which illustrate the impact of using contactless device unlike the PolyU device. Then, we test performances of the palmprint biometric system. We …",Artabaz Saliha and Benatchba Karima and Koudil Mouloud and Dellys Hachemi Nabil and Bouridane Ahmed,5,9198236942876727248,,,77-82,IEEE,Extraction method of Region of Interest from hand palm: Application with contactless and touchable devices,https://ieeexplore.ieee.org/abstract/document/7064624/,,2014,/scholar?cites=9198236942876727248,7iGY4M0AAAAJ:u5HHmVD_uO8C
1024019,"B&B algorithms are well known techniques for exact solving of combinatorial optimization problems (COP). They perform an implicit enumeration of the search space instead of exhaustive one. Based on a pruning technique, they reduce considerably the computation time required to explore the whole search space. Nevertheless, these algorithms remain inefficient when dealing with large combinatorial optimization instances. They are time-intensive and they require a huge computing power to be solved optimally. Nowadays, multi-core-based processors and GPU accelerators are often coupled together to achieve impressive performances. However, classical B&B algorithms must be rethought to deal with their two divergent architectures. In this paper, we propose a new B&B approach exploiting both the multi-core aspect of actual processors and GPU accelerators. The proposed approaches have been executed …",Ahcene Bendjoudi and Mehdi Chekini and Makhlouf Gharbi and Malika Mehdi and Karima Benatchba and Fatima Sitayeb-Benbouzid and Nouredine Melab,5,10706927417048487110,,,914-921,IEEE,Parallel B&B Algorithm for Hybrid Multi-core/GPU Architectures,https://ieeexplore.ieee.org/abstract/document/6832012/,,2013,/scholar?cites=10706927417048487110,7iGY4M0AAAAJ:Se3iqnhoufwC
1024020,"Choices of decision makers in a basketball team are not limited to the strategies to be adopted during games. The most important ones are outside the field and concern team composition and talented and productive players to acquire on which the team can rely to raise its game level. In this paper, we propose to use data mining tasks to help decision makers to make appropriate decisions that will lead to the improvement of the performance of their players and their team. Tasks such as clustering, classification and regression are used to detect weaknesses of a team; best players that can help overcome these weaknesses; predict performance and salaries of players. These will be done on the NBA dataset.",Leila Hamdad and Karima Benatchba and Fella Belkham and Nesrine Cherairi,4,14976657871572447045,,,13-24,"Springer, Cham",Basketball Analytics. Data Mining for Acquiring Performances,https://link.springer.com/chapter/10.1007/978-3-319-89743-1_2,,2018,/scholar?cites=14976657871572447045,7iGY4M0AAAAJ:f2IySw72cVMC
1024021," Multi-biometrics is a solution which is sought to overcome functional and security deficiency in a baseline biometric configuration. In this paper, we propose a multi-biometrics scheme and we apply the cross validation between two databases to study the Equal Error Rate improvement of score level fusion. Our fusion function is constructed using an evolutionary GA on the XM2VTS score database. The best one is tested on a sub-sequence of the BioSecure Score database. As this database offers quality measurement, we transform our function into a weighted function with user-specific approach to study performance enhancement with quality integration. The results are significantly improved with a high confidence and quality measurement becomes inherent to reduce recognition errors. ",Saliha Artabaz and Layth Sliman and Hachemi Nabil Dellys and Karima Benatchba and Mouloud Koudil,4,5729823467197983974,,,260-267,"Springer, Cham",Multibiometrics enhancement using quality measurement in score level fusion,https://link.springer.com/chapter/10.1007/978-3-319-53480-0_26,,2016,/scholar?cites=5729823467197983974,7iGY4M0AAAAJ:zA6iFVUQeVQC
1024022,"Multibiometric systems are a promising area that addresses a number of unimodal biometric systems drawbacks. The main limit of these systems is the lack of information in terms of quantity (number of discriminant features) and quality (diversity of information, correlation…). Using multiple sources of information and/or treatment is a solution to overcome these problems and enhance system performances. Performance requirements of current systems related to context use involve designed solutions that optimally satisfy security requirements. This can represent an optimization problem that aims at searching the optimal solution matching security needs. In our study, we are interested in combining different score level rules using an evolutionary algorithm. We use Genetic Algorithm to derive a score fusion function based on primitive operations. The process uses an optimized tree to determine function …",Saliha Artabaz and Layth Sliman and Karima Benatchba and Hachemi Nabil Dellys and Mouloud Koudil,4,15222675747046712012,,,166-177,"Springer, Cham",Score level fusion scheme in hybrid multibiometric system,https://link.springer.com/chapter/10.1007/978-3-319-25939-0_15,,2015,/scholar?cites=15222675747046712012,7iGY4M0AAAAJ:j3f4tGmQtD8C
1024023,"Fuzzy Vault is an interesting error tolerant method to encrypt data. This method has been widely used in the field of biometrics because of the unstable nature of captured biometric modalities. In this paper, we present main works on Fuzzy Vault when used to secure fingerprint templates. We describe the contributions proposed in different stages of the two Fuzzy Vault phases. The purpose of this work is to show the implementation to be chosen at each stage of a specific Fuzzy Vault application. To this end, in this paper, we conduct a comparative study of these works from a theoretical point of view, and according to some practical criteria.",Hachemi Nabil Dellys and Noussaiba Benadjimi and Meriem Romaissa Boubakeur and Layth Sliman and Karima Benatchba and Saliha Artabaz and Mouloud Koudil,4,12846597115392190281,,,178-188,"Springer, Cham",A critical comparison of fingerprint fuzzy vault techniques,https://link.springer.com/chapter/10.1007/978-3-319-25939-0_16,,2015,/scholar?cites=12846597115392190281,7iGY4M0AAAAJ:MXK_kJrjxJIC
