id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1021000,"Energy-efficiency in target tracking applications has been extensively studied in the literature of Wireless Sensor Networks (WSN). However, there is little work which has been done to survey and summarize this effort. In this paper, we address the lack of these studies by giving an up-to-date State-of-the-Art of the most important energy-efficient target tracking schemes. We propose a novel classification of schemes that are based on the interaction between the communication subsystem and the sensing subsystem on a single sensor node. We are interested in collaborative target tracking instead of single-node tracking. In fact, WSNs are often of a dense nature, and redundant data that can be received from multiple sensors help at improving tracking accuracy and reducing energy consumption by using limited sensing and communication ranges. We show that energy-efficiency in a collaborative WSN-based target …",Oualid Demigha and Walid-Khaled Hidouci and Toufik Ahmed,177,10832222625796765345,IEEE Communications Surveys & Tutorials,3,1210-1222,IEEE,On energy efficiency in collaborative target tracking in wireless sensor network: A review,https://ieeexplore.ieee.org/abstract/document/6196144/,15,2012,/scholar?cites=10832222625796765345,q3KEGmAAAAAJ:aqlVkmm33-oC
1021001,"Arabic is the official language overall Arab coun-tries, it is used for official speech, news-papers, public adminis-tration and school. In Parallel, for everyday communication, non-official talks, songs and movies, Arab people use their dialects which are inspired from Standard Arabic and differ from one Arabic country to another. These linguistic phenomenon is called disglossia, a situation in which two distinct varieties of a language are spoken within the same speech community. It is observed Throughout all Arab countries, standard Arabic widely written but not used in everyday conversation, dialect widely spoken in everyday life but almost never written. Thus, in NLP area, a lot of works have been dedicated for written Arabic. In contrast, Arabic dialects at a near time were not studied enough. Interest for them is recent. First work for these dialects began in the last decade for middle-east ones. Dialects of the Maghreb are just beginning to be studied. Compared to written Arabic, dialects are under-resourced languages which suffer from lack of NLP resources despite their large use. We deal in this paper with Arabic Algerian dialect a non-resourced language for which no known resource is available to date. We present a first linguistic study introducing its most important features and we describe the resources that we created from scratch for this dialect.",Salima Harrat and Karima Meftouh and Mourad Abbas and Walid-Khaled Hidouci and Kamel Smaili,24,4596104491564547419,,,,,An algerian dialect: Study and resources,https://hal.archives-ouvertes.fr/hal-01297415/,,2016,/scholar?cites=4596104491564547419,q3KEGmAAAAAJ:eQOLeE2rZwMC
1021002,"In this paper, we evaluate our automatic text summarization system in multilingual context. We participated in both single document and multi-document summarization tasks of MultiLing 2015 workshop.Our method involves clustering the document sentences into topics using a fuzzy clustering algorithm. Then each sentence is scored according to how well it covers the various topics. This is done using statistical features such as TF, sentence length, etc. Finally, the summary is constructed from the highest scoring sentences, while avoiding overlap between the summary sentences. This makes it language-independent, but we have to afford preprocessed data first (tokenization, stemming, etc.).",Abdelkrime Aries and Djamel Eddine Zegour and Khaled Walid Hidouci,14,8885202104066502588,,,237-244,,AllSummarizer system at MultiLing 2015: Multilingual single and multi-document summarization,https://www.aclweb.org/anthology/W15-4634.pdf,,2015,/scholar?cites=8885202104066502588,q3KEGmAAAAAJ:e5wmG9Sq2KIC
1021003,"Summaries are important when it comes to process huge amounts of information. Their most important benefit is saving time, which we do not have much nowadays. Therefore, a summary must be short, representative and readable. Generating summaries automatically can be beneficial for humans, since it can save time and help selecting relevant documents. Automatic summarization and, in particular, Automatic text summarization (ATS) is not a new research field; It was known since the 50s. Since then, researchers have been active to find the perfect summarization method. In this article, we will discuss different works in automatic summarization, especially the recent ones. We will present some problems and limits which prevent works to move forward. Most of these challenges are much more related to the nature of processed languages. These challenges are interesting for academics and developers, as a path to follow in this field.",Abdelkrime Aries and Walid Khaled Hidouci,10,6511768306655164815,arXiv preprint arXiv:1904.00688,,,,Automatic text summarization: What has been done and what has to be done,https://arxiv.org/abs/1904.00688,,2019,/scholar?cites=6511768306655164815,q3KEGmAAAAAJ:roLk4NBRz8UC
1021004,"Massive and large scale content distribution over Internet is attracting a lot of research efforts as many challenges remain to be solved. Recent studies show that Internet video including video-to-TV and video calling is dominating the Internet traffic. As Internet becomes widely accessible to wired, mobile and wireless users, it is important to design a system that can ensure video streaming across variable network conditions while simultaneously handling devices and end-user heterogeneities. Most of the proposed solutions, such as CDN and peer-to-peer (P2P), solve the scalability problem but fail to handle receiver's heterogeneity. In this paper, we combine P2P network and SVC (Scalable Video Coding) to provide an efficient video sharing and streaming system. Our solution consists of an SVC layered extension of the widely used Bittorrent protocol to support real-time content delivery with different video qualities …",Amer Abdelhalim and Touflk Ahmed and Hidouci Walid-Khaled and Satoshi Matsuoka,10,10060170591984185763,,,000537-000543,IEEE,Using Bittorrent and SVC for efficient video sharing and streaming,https://ieeexplore.ieee.org/abstract/document/6249352/,,2012,/scholar?cites=10060170591984185763,q3KEGmAAAAAJ:0EnyYjriUFMC
1021005,"In this paper, we propose a dynamic clustering protocol coupled with a consensus-based Kalman filter algorithm to self-organize Wireless Sensor Networks for localized tracking of a single moving target. Our proposed scheme takes opportunity from the fact that the target presence is a localized event. Therefore, We consider a WSN with limited sensing range to design a target tracking scheme using low-cost limited-energy nodes. Simulation results show a clear improvement in the network energy consumption, however state estimation quality degrades slightly compared with centralized approaches and other tracking schemes with limited sensing range that do not limit the set of tracking nodes. Our tracking scheme reduces the number of tasking nodes which reduces the network energy consumption.",Oualid Demigha and Hamza Ould Slimane and Abderahim Bouziani and Walid-Khaled Hidouci,10,18088132360691913973,Proc. ICSNC,,,,Energy efficient target tracking in wireless sensor networks with limited sensing range,https://www.researchgate.net/profile/Oualid_Demigha/publication/267249692_Energy_Efficient_Target_Tracking_in_Wireless_Sensor_Networks_with_Limited_Sensing_Range/links/54bcc32e0cf24e50e9408ce4/Energy-Efficient-Target-Tracking-in-Wireless-Sensor-Networks-with-Limited-Sensing-Range.pdf,,2011,/scholar?cites=18088132360691913973,q3KEGmAAAAAJ:qUcmZB5y_30C
1021006,"Skew detection is a crucial step for document analysis systems. Indeed, it represents one of the basic challenges, especially in case of historical documents analysis. In this paper, we propose a novel robust skew angle detection and correction technique. Morphological Skeleton is introduced to significantly reduce the amount of data to treat by removing the redundant pixels and keeping only the central curves of the image components. The proposed method then uses Progressive Probabilistic Hough Transform (PPHT) to identify image lines. A special procedure is finally applied in order to estimate the global skew angle of the document image from these detected lines. Experimental results prove the accuracy and the efficiency of our approach on skew angle detection over three popular datasets containing various types of document of different linguistic writings (such as Chinese, English and Greek) and diverse …",Omar Boudraa and Walid Khaled Hidouci and Dominique Michelucci,8,13848986440566035195,,,1-6,IEEE,An improved skew angle detection and correction technique for historical scanned documents using morphological skeleton and progressive probabilistic Hough transform,https://ieeexplore.ieee.org/abstract/document/8192043/,,2017,/scholar?cites=13848986440566035195,q3KEGmAAAAAJ:qxL8FJ1GzNcC
1021007,We present in this paper the new concept of 'actor databases' (DB-Act) being studied at the INI institute (Act21 project) where we are developing a parallel DBMS based on an actor like data model. To achieve data distribution we use a Scalable Distributed Data Structures (SDDS) called 'distributed Compact Trie Hashing' (CTH*) currently in developmentat the same project. Processing distribution is made through actors (dynamic autonomous objects) implemented with the PVM (Parallel Virtual Machine) library. A database isthen a collection of actors that maintain and manage data over a multi-computer and collaborate with each other to evaluate user queries and application programs.,WK Hidouci and DE Zegour,8,10629711748059516446,WSEAS Transactions on Computers,3,653-660,,Actor oriented databases.,http://scholar.google.com/scholar?cluster=10629711748059516446&hl=en&oi=scholarr,3,2004,/scholar?cites=10629711748059516446,q3KEGmAAAAAJ:MXK_kJrjxJIC
1021008,"This paper proposes a feedback scheduler for energy harvesting systems (FS-EH) in a soft real-time context on a DVFS processor. This scheduler reduces the processor speed in proportion to the available energy in the batteries and the processor utilization. The goal is to experimentally maximize the battery life while minimizing the deadline miss ratio. When the battery is full, the harvested energy is wasted, therefore the system could use the processor at full speed. This is accounted for in FS-EH by using the processor at full speed when the available energy is over a given threshold. Otherwise, the processor speed is set proportionally to the available energy and instantaneous processor utilization. We experimentally show that FS-EH performs better, in terms of energy consumption, quality of control and deadline miss rate than other scheduling algorithms proposed in this context.",Akli Abbas and Malik Loudini and Emmanuel Grolleau and Driss Mehdi and Walid-Khaled Hidouci,7,3194264266436223996,Computer Standards & Interfaces,,264-273,North-Holland,A real-time feedback scheduler for environmental energy with discrete voltage/frequency modes,https://www.sciencedirect.com/science/article/pii/S0920548915001002,44,2016,/scholar?cites=3194264266436223996,q3KEGmAAAAAJ:UeHWp8X0CEIC
1021009,"Multi-table indexes boost the performance of extremely large databases by reducing the cost of joins involving several tables. The bitmap join indexes () are one of the most popular examples of this category of indexes. They are well adapted for point and range queries. Note that the selection of multi-table indexes is more difficult than the mono-table indexes, considered as the pioneer of database optimisation problems. The few studies dealing with the  selection problem in the context of relational data warehouses have three main limitations: (i) they consider  defined on only two tables (a fact table and a dimension table) by the use of one or several attributes of that dimension table, (ii) they use simple greedy algorithms to pick the right indexes and (iii) their algorithms are static. In this paper, we propose genetic algorithms for selecting  using a large number of attributes belonging to n …",Rima Bouchakri and Ladjel Bellatreche and Khaled-Walid Hidouci,7,11097102644473702597,,,43-56,"Springer, Berlin, Heidelberg",Static and incremental selection of multi-table indexes for very large join queries,https://link.springer.com/chapter/10.1007/978-3-642-33074-2_4,,2012,/scholar?cites=11097102644473702597,q3KEGmAAAAAJ:_Qo2XoVZTnwC
