id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1004000,"MicroRNAs are small noncoding RNAs that recognize and bind to partially complementary sites in the 3′ untranslated regions of target genes in animals and, by unknown mechanisms, regulate protein production of the target transcript 1, 2, 3. Different combinations of microRNAs are expressed in different cell types and may coordinately regulate cell-specific target genes. Here, we present PicTar, a computational method for identifying common targets of microRNAs. Statistical tests using genome-wide alignments of eight vertebrate genomes, PicTar's ability to specifically recover published microRNA targets, and experimental validation of seven predicted targets suggest that PicTar has an excellent success rate in predicting targets for single microRNAs and for combinations of microRNAs. We find that vertebrate microRNAs target, on average, roughly 200 transcripts each. Furthermore, our results suggest …",Azra Krek and Dominic Grün and Matthew N Poy and Rachel Wolf and Lauren Rosenberg and Eric J Epstein and Philip MacMenamin and Isabelle Da Piedade and Kristin C Gunsalus and Markus Stoffel and Nikolaus Rajewsky,5059,6361532449932088089,Nature genetics,5,495-500,Nature Publishing Group,Combinatorial microRNA target predictions,https://www.nature.com/articles/ng1536/,37,2005,/scholar?cites=6361532449932088089,pNfbA7EAAAAJ:u5HHmVD_uO8C

1004001,"MicroRNAs (miRNAs) are an abundant class of non-coding RNAs that are believed to be important in many biological processes through regulation of gene expression 1, 2, 3. The precise molecular function of miRNAs in mammals is largely unknown and a better understanding will require loss-of-function studies in vivo. Here we show that a novel class of chemically engineered oligonucleotides, termed ‘antagomirs’, are efficient and specific silencers of endogenous miRNAs in mice. Intravenous administration of antagomirs against miR-16, miR-122, miR-192 and miR-194 resulted in a marked reduction of corresponding miRNA levels in liver, lung, kidney, heart, intestine, fat, skin, bone marrow, muscle, ovaries and adrenals. The silencing of endogenous miRNAs by this novel method is specific, efficient and long-lasting. The biological significance of silencing miRNAs with the use of antagomirs was studied for miR …",Jan Krützfeldt and Nikolaus Rajewsky and Ravi Braich and Kallanthottathil G Rajeev and Thomas Tuschl and Muthiah Manoharan and Markus Stoffel,4352,10512722351812372366,nature,7068,685-689,Nature Publishing Group,Silencing of microRNAs in vivo with ‘antagomirs’,https://www.nature.com/articles/nature04303,438,2005,/scholar?cites=10512722351812372366,pNfbA7EAAAAJ:u-x6o8ySG0sC

1004002,"Circular RNAs (circRNAs) in animals are an enigmatic class of RNA with unknown function. To explore circRNAs systematically, we sequenced and computationally analysed human, mouse and nematode RNA. We detected thousands of well-expressed, stable circRNAs, often showing tissue/developmental-stage-specific expression. Sequence analysis indicated important regulatory functions for circRNAs. We found that a human circRNA, antisense to the cerebellar degeneration-related protein 1 transcript (CDR1as), is densely bound by microRNA (miRNA) effector complexes and harbours 63 conserved binding sites for the ancient miRNA miR-7. Further analyses indicated that CDR1as functions to bind miR-7 in neuronal tissues. Human CDR1as expression in zebrafish impaired midbrain development, similar to knocking down miR-7, suggesting that CDR1as is a miRNA antagonist with a miRNA-binding …",Sebastian Memczak and Marvin Jens and Antigoni Elefsinioti and Francesca Torti and Janna Krueger and Agnieszka Rybak and Luisa Maier and Sebastian D Mackowiak and Lea H Gregersen and Mathias Munschauer and Alexander Loewer and Ulrike Ziebold and Markus Landthaler and Christine Kocks and Ferdinand Le Noble and Nikolaus Rajewsky,3839,9944826829177854568,Nature,7441,333-338,Nature Publishing Group,Circular RNAs are a large class of animal RNAs with regulatory potency,https://www.nature.com/articles/nature11928/,495,2013,/scholar?cites=9944826829177854568,pNfbA7EAAAAJ:5nxA0vEk-isC

1004003,"Animal microRNAs (miRNAs) regulate gene expression by inhibiting translation and/or by inducing degradation of target messenger RNAs. It is unknown how much translational control is exerted by miRNAs on a genome-wide scale. We used a new proteomic approach to measure changes in synthesis of several thousand proteins in response to miRNA transfection or endogenous miRNA knockdown. In parallel, we quantified mRNA levels using microarrays. Here we show that a single miRNA can repress the production of hundreds of proteins, but that this repression is typically relatively mild. A number of known features of the miRNA-binding site such as the seed sequence also govern repression of human protein synthesis, and we report additional target sequence characteristics. We demonstrate that, in addition to downregulating mRNA levels, miRNAs also directly repress translation of hundreds of genes …",Matthias Selbach and Björn Schwanhäusser and Nadine Thierfelder and Zhuo Fang and Raya Khanin and Nikolaus Rajewsky,3545,14371708250971244014,nature,7209,58-63,Nature Publishing Group,Widespread changes in protein synthesis induced by microRNAs,https://www.nature.com/articles/nature07228,455,2008,/scholar?cites=14371708250971244014,pNfbA7EAAAAJ:d1gkVwhDpl0C

1004004,"MicroRNAs (miRNAs) constitute a growing class of non-coding RNAs that are thought to regulate gene expression by translational repression 1. Several miRNAs in animals exhibit tissue-specific or developmental-stage-specific expression, indicating that they could play important roles in many biological processes 2, 3, 4. To study the role of miRNAs in pancreatic endocrine cells we cloned and identified a novel, evolutionarily conserved and islet-specific miRNA (miR-375). Here we show that overexpression of miR-375 suppressed glucose-induced insulin secretion, and conversely, inhibition of endogenous miR-375 function enhanced insulin secretion. The mechanism by which secretion is modified by miR-375 is independent of changes in glucose metabolism or intracellular Ca 2+-signalling but correlated with a direct effect on insulin exocytosis. Myotrophin (Mtpn) was predicted to be and validated as a target of …",Matthew N Poy and Lena Eliasson and Jan Krutzfeldt and Satoru Kuwajima and Xiaosong Ma and Patrick E Macdonald and Sébastien Pfeffer and Thomas Tuschl and Nikolaus Rajewsky and Patrik Rorsman and Markus Stoffel,2346,4115026870713445885,Nature,7014,226-230,Nature Publishing Group,A pancreatic islet-specific microRNA regulates insulin secretion,https://www.nature.com/articles/nature03076,432,2004,/scholar?cites=4115026870713445885,pNfbA7EAAAAJ:9yKSN-GCB0IC

1004005,"MicroRNAs are small RNA species involved in biological control at multiple levels. Using genetic deletion and transgenic approaches, we show that the evolutionarily conserved microRNA-155 (miR-155) has an important role in the mammalian immune system, specifically in regulating T helper cell differentiation and the germinal center reaction to produce an optimal T cell–dependent antibody response. miR-155 exerts this control, at least in part, by regulating cytokine production. These results also suggest that individual microRNAs can exert critical control over mammalian differentiation processes in vivo.",To-Ha Thai and Dinis Pedro Calado and Stefano Casola and K Mark Ansel and Changchun Xiao and Yingzi Xue and Andrew Murphy and David Frendewey and David Valenzuela and Jeffery L Kutok and Marc Schmidt-Supprian and Nikolaus Rajewsky and George Yancopoulos and Anjana Rao and Klaus Rajewsky,1615,7251188217505681423,Science,5824,604-608,American Association for the Advancement of Science,Regulation of the germinal center response by microRNA-155,https://science.sciencemag.org/content/316/5824/604.abstract,316,2007,/scholar?cites=7251188217505681423,pNfbA7EAAAAJ:2osOgNQ5qMEC

1004006,"Changes in the patterns of gene expression are widely believed to underlie many of the phenotypic differences within and between species. Although much emphasis has been placed on changes in transcriptional regulation, gene expression is regulated at many levels, all of which must ultimately be studied together to obtain a complete picture of the evolution of gene expression. Here we compare the evolution of transcriptional regulation and post-transcriptional regulation that is mediated by microRNAs, a large class of small, non-coding RNAs in plants and animals, focusing on the evolution of the individual regulators and their binding sites. As an initial step towards integrating these mechanisms into a unified framework, we propose a simple model that describes the transcriptional regulation of new microRNA genes.",Kevin Chen and Nikolaus Rajewsky,1551,13171679579182050363,Nature Reviews Genetics,2,93-103,Nature Publishing Group,The evolution of gene regulation by transcription factors and microRNAs,https://www.nature.com/articles/nrg1990,8,2007,/scholar?cites=13171679579182050363,pNfbA7EAAAAJ:UeHWp8X0CEIC

1004007,"microRNAs (miRNAs) are a large class of small non-coding RNAs which post-transcriptionally regulate the expression of a large fraction of all animal genes and are important in a wide range of biological processes. Recent advances in high-throughput sequencing allow miRNA detection at unprecedented sensitivity, but the computational task of accurately identifying the miRNAs in the background of sequenced RNAs remains challenging. For this purpose, we have designed miRDeep2, a substantially improved algorithm which identifies canonical and non-canonical miRNAs such as those derived from transposable elements and informs on high-confidence candidates that are detected in multiple independent samples. Analyzing data from seven animal species representing the major animal clades, miRDeep2 identified miRNAs with an accuracy of 98.6–99.9% and reported hundreds of novel miRNAs. To …",Marc R Friedländer and Sebastian D Mackowiak and Na Li and Wei Chen and Nikolaus Rajewsky,1453,916100706697946804,Nucleic acids research,1,37-52,Oxford University Press,miRDeep2 accurately identifies known and hundreds of novel microRNA genes in seven animal clades,https://academic.oup.com/nar/article-abstract/40/1/37/1275937,40,2012,/scholar?cites=916100706697946804,pNfbA7EAAAAJ:kNdYIx-mwKoC

1004008,"Circular RNAs (circRNAs) are widely expressed noncoding RNAs. However, their biogenesis and possible functions are poorly understood. Here, by studying circRNAs that we identified in neuronal tissues, we provide evidence that animal circRNAs are generated cotranscriptionally and that their production rate is mainly determined by intronic sequences. We demonstrate that circularization and splicing compete against each other. These mechanisms are tissue specific and conserved in animals. Interestingly, we observed that the second exon of the splicing factor muscleblind (MBL/MBNL1) is circularized in flies and humans. This circRNA (circMbl) and its flanking introns contain conserved muscleblind binding sites, which are strongly and specifically bound by MBL. Modulation of MBL levels strongly affects circMbl biosynthesis, and this effect is dependent on the MBL binding sites. Together, our data suggest that …",Reut Ashwal-Fluss and Markus Meyer and Nagarjuna Reddy Pamudurti and Andranik Ivanov and Osnat Bartok and Mor Hanan and Naveh Evantal and Sebastian Memczak and Nikolaus Rajewsky and Sebastian Kadener,1414,18368451519991248561,Molecular cell,1,55-66,Cell Press,circRNA biogenesis competes with pre-mRNA splicing,https://www.sciencedirect.com/science/article/pii/S1097276514006741,56,2014,/scholar?cites=18368451519991248561,pNfbA7EAAAAJ:maZDTaKrznsC

1004009,"In recent years, microRNAs (miRNAs) have emerged as a major class of regulatory genes, present in most metazoans and important for a diverse range of biological functions. Because experimental identification of miRNA targets is difficult, there has been an explosion of computational target predictions. Although the initial round of predictions resulted in very diverse results, subsequent computational and experimental analyses suggested that at least a certain class of conserved miRNA targets can be confidently predicted and that this class of targets is large, covering, for example, at least 30% of all human genes when considering about 60 conserved vertebrate miRNA gene families. Most recent approaches have also shown that there are correlations between domains of miRNA expression and mRNA levels of their targets. Our understanding of miRNA function is still extremely limited, but it may be that by …",Nikolaus Rajewsky,1281,4453363685942332185,Nature genetics,6,S8-S13,Nature Publishing Group,microRNA target predictions in animals,https://www.nature.com/articles/ng1798,38,2006,/scholar?cites=4453363685942332185,pNfbA7EAAAAJ:qjMakFHDy7sC

1004010,"MiR-150 is a microRNA (miRNA) specifically expressed in mature lymphocytes, but not their progenitors. A top predicted target of miR-150 is c-Myb, a transcription factor controlling multiple steps of lymphocyte development. Combining loss- and gain-of-function gene targeting approaches for miR-150 with conditional and partial ablation of c-Myb, we show that miR-150 indeed controls c-Myb expression in vivo in a dose-dependent manner over a narrow range of miRNA and c-Myb concentrations and that this dramatically affects lymphocyte development and response. Our results identify a key transcription factor as a critical target of a stage-specifically expressed miRNA in lymphocytes and suggest that this and perhaps other miRNAs have evolved to control the expression of just a few critical target proteins in particular cellular contexts.",Changchun Xiao and Dinis Pedro Calado and Gunther Galler and To-Ha Thai and Heide Christine Patterson and Jing Wang and Nikolaus Rajewsky and Timothy P Bender and Klaus Rajewsky,1109,1709727177981351498,Cell,1,146-159,Cell Press,MiR-150 controls B cell differentiation by targeting the transcription factor c-Myb,https://www.sciencedirect.com/science/article/pii/S0092867407009580,131,2007,/scholar?cites=1709727177981351498,pNfbA7EAAAAJ:IjCSPb-OGe4C

1004011,"Circular RNAs (circRNAs) are an endogenous class of animal RNAs. Despite their abundance, their function and expression in the nervous system are unknown. Therefore, we sequenced RNA from different brain regions, primary neurons, isolated synapses, as well as during neuronal differentiation. Using these and other available data, we discovered and analyzed thousands of neuronal human and mouse circRNAs. circRNAs were extraordinarily enriched in the mammalian brain, well conserved in sequence, often expressed as circRNAs in both human and mouse, and sometimes even detected in Drosophila brains. circRNAs were overall upregulated during neuronal differentiation, highly enriched in synapses, and often differentially expressed compared to their mRNA isoforms. circRNA expression correlated negatively with expression of the RNA-editing enzyme ADAR1. Knockdown of ADAR1 induced …",Agnieszka Rybak-Wolf and Christin Stottmeister and Petar Glažar and Marvin Jens and Natalia Pino and Sebastian Giusti and Mor Hanan and Mikaela Behm and Osnat Bartok and Reut Ashwal-Fluss and Margareta Herzog and Luisa Schreyer and Panagiotis Papavasileiou and Andranik Ivanov and Marie Öhman and Damian Refojo and Sebastian Kadener and Nikolaus Rajewsky,1070,3912066362621363859,Molecular cell,5,870-885,Cell Press,"Circular RNAs in the mammalian brain are highly abundant, conserved, and dynamically expressed",https://www.sciencedirect.com/science/article/pii/S109727651500218X,58,2015,/scholar?cites=3912066362621363859,pNfbA7EAAAAJ:1sJd4Hv_s6UC

1004012,"The capacity of highly parallel sequencing technologies to detect small RNAs at unprecedented depth suggests their value in systematically identifying microRNAs (miRNAs). However, the identification of miRNAs from the large pool of sequenced transcripts from a single deep sequencing run remains a major challenge. Here, we present an algorithm, miRDeep, which uses a probabilistic model of miRNA biogenesis to score compatibility of the position and frequency of sequenced RNA with the secondary structure of the miRNA precursor. We demonstrate its accuracy and robustness using published Caenorhabditis elegans data and data we generated by deep sequencing human and dog RNAs. miRDeep reports altogether∼ 230 previously unannotated miRNAs, of which four novel C. elegans miRNAs are validated by northern blot analysis.",Marc R Friedländer and Wei Chen and Catherine Adamidi and Jonas Maaskola and Ralf Einspanier and Signe Knespel and Nikolaus Rajewsky,1069,7507004014128098441,Nature biotechnology,4,407-415,Nature Publishing Group,Discovering microRNAs from deep sequencing data using miRDeep,https://www.nature.com/articles/nbt1394,26,2008,/scholar?cites=7507004014128098441,pNfbA7EAAAAJ:zYLM7Y9cAGgC

1004013,"We systematically generated large-scale data sets to improve genome annotation for the nematode Caenorhabditis elegans, a key model organism. These data sets include transcriptome profiling across a developmental time course, genome-wide identification of transcription factor–binding sites, and maps of chromatin organization. From this, we created more complete and accurate gene models, including alternative splice forms and candidate noncoding RNAs. We constructed hierarchical networks of transcription factor–binding and microRNA interactions and discovered chromosomal locations bound by an unusually large number of transcription factors. Different patterns of chromatin composition and histone modification were revealed between chromosome arms and centers, with similarly prominent differences between autosomes and the X chromosome. Integrating data types, we built statistical models …",Mark B Gerstein and Zhi John Lu and Eric L Van Nostrand and Chao Cheng and Bradley I Arshinoff and Tao Liu and Kevin Y Yip and Rebecca Robilotto and Andreas Rechtsteiner and Kohta Ikegami and Pedro Alves and Aurelien Chateigner and Marc Perry and Mitzi Morris and Raymond K Auerbach and Xin Feng and Jing Leng and Anne Vielle and Wei Niu and Kahn Rhrissorrakrai and Ashish Agarwal and Roger P Alexander and Galt Barber and Cathleen M Brdlik and Jennifer Brennan and Jeremy Jean Brouillet and Adrian Carr and Ming-Sin Cheung and Hiram Clawson and Sergio Contrino and Luke O Dannenberg and Abby F Dernburg and Arshad Desai and Lindsay Dick and Andréa C Dosé and Jiang Du and Thea Egelhofer and Sevinc Ercan and Ghia Euskirchen and Brent Ewing and Elise A Feingold and Reto Gassmann and Peter J Good and Phil Green and Francois Gullier and Michelle Gutwein and Mark S Guyer and Lukas Habegger and Ting Han and Jorja G Henikoff and Stefan R Henz and Angie Hinrichs and Heather Holster and Tony Hyman and A Leo Iniguez and Judith Janette and Morten Jensen and Masaomi Kato and W James Kent and Ellen Kephart and Vishal Khivansara and Ekta Khurana and John K Kim and Paulina Kolasinska-Zwierz and Eric C Lai and Isabel Latorre and Amber Leahey and Suzanna Lewis and Paul Lloyd and Lucas Lochovsky and Rebecca F Lowdon and Yaniv Lubling and Rachel Lyne and Michael MacCoss and Sebastian D Mackowiak and Marco Mangone and Sheldon McKay and Desirea Mecenas and Gennifer Merrihew and David M Miller and Andrew Muroyama and John I Murray and Siew-Loon Ooi and Hoang Pham and Taryn Phippen and Elicia A Preston and Nikolaus Rajewsky and Gunnar Rätsch and Heidi Rosenbaum and Joel Rozowsky and Kim Rutherford and Peter Ruzanov and Mihail Sarov and Rajkumar Sasidharan and Andrea Sboner and Paul Scheid and Eran Segal and Hyunjin Shin and Chong Shou and Frank J Slack and Cindie Slightam and Richard Smith and William C Spencer and EO Stinson and Scott Taing and Teruaki Takasaki and Dionne Vafeados and Ksenia Voronina and Guilin Wang and Nicole L Washington and Christina M Whittle and Beijing Wu and Koon-Kiu Yan and Georg Zeller and Zheng Zha and Mei Zhong and Xingliang Zhou and Julie Ahringer and Susan Strome and Kristin C Gunsalus and Gos Micklem and X Shirley Liu and Valerie Reinke and Stuart K Kim and LaDeana W Hillier and Steven Henikoff and Fabio Piano and Michael Snyder and Lincoln Stein and Jason D Lieb and Robert H Waterston and modENCODE Consortium,926,7552910170609814572,Science,6012,1775-1787,American Association for the Advancement of Science,Integrative analysis of the Caenorhabditis elegans genome by the modENCODE project,https://science.sciencemag.org/content/330/6012/1775.abstract,330,2010,/scholar?cites=7552910170609814572,pNfbA7EAAAAJ:W7OEmFMy1HYC

