id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1009000,,A. Cichocki and S. Amari,3347,13258473083179194700,,,,,Adaptive Blind Signal and Image Processing (new revised and improved edition),http://scholar.google.com/scholar?cluster=156536163318050159&hl=en&oi=scholarr,,2003,/scholar?cites=13258473083179194700,wpZDx1cAAAAJ:h9UAY_4_kLEC

1009001,A new on-line learning algorithm which minimizes a statistical dependency among outputs is derived for blind separation of mixed signals. The dependency is measured by the average mutual information (MI) of the outputs. The source signals and the mixing matrix are unknown except for the number of the sources. The Gram-Charlier expansion instead of the Edgeworth expansion is used in evaluating the MI. The natural gradient approach is used to minimize the MI. A novel activation function is proposed for the on-line learning algorithm which has an equivariant property and is easily implemented on a neural network like model. The validity of the new learning algorithm are verified by computer simulations.,Shun-ichi Amari and Andrzej Cichocki and Howard Hua Yang,2916,5446763710069107402,,,757-763,,A new learning algorithm for blind signal separation,https://papers.nips.cc/paper/1115-a-new-learning-algorithm-for-blind-signal-separation.pdf,,1996,/scholar?cites=5446763710069107402,wpZDx1cAAAAJ:u5HHmVD_uO8C

1009002,"A topical introduction on the ability of artificial neural networks to not only solve on-line a wide 
range of optimization problems but also … Andrzej Cichocki received the M.Sc. (with 
honors), Ph.D. and Dr.Sc. (Habilitation) degrees, all in electrical engineering, from … Since 
1972, he has been with the Institute of Theory of Electrical Engineering, Measurement and Information 
Systems, Faculty of … Electrical Engineering at the Warsaw University of Technology, where 
he obtain a title of a full Professor in 1995 … He spent several years at University 
Erlangen-Nuerenberg in Germany, at the Chair of Applied and Theoretical Electrical … Engineering 
directed by Professor Rolf Unbehauen, as an Alexander-von-Humboldt Research Fellow and 
Guest Professor. In … 1995-1997 he was a team leader of the laboratory for Artificial Brain 
Systems, at Frontier Research Program RIKEN (Japan), in the  ",Andrzej Cichocki and Rolf Unbehauen and Roman W Swiniarski,2424,17197233161013192754,,,,wiley,Neural networks for optimization and signal processing,https://pdfs.semanticscholar.org/1bec/8817629cc0d4e18170531d03e1cda2886dee.pdf,253,1993,/scholar?cites=17197233161013192754,wpZDx1cAAAAJ:BCdnXsLIVDwC

1009003,"This book provides a broad survey of models and efficient algorithms for Nonnegative Matrix Factorization (NMF). This includes NMF’s various extensions and modifications, especially Nonnegative Tensor Factorizations (NTF) and Nonnegative Tucker Decompositions (NTD). NMF/NTF and their extensions are increasingly used as tools in signal and image processing, and data analysis, having garnered interest due to their capability to provide new insights and relevant information about the complex latent relationships in experimental data sets. It is suggested that NMF can provide meaningful components with physical interpretations; for example, in bioinformatics, NMF and its extensions have been successfully applied to gene expression, sequence analysis, the functional characterization of genes, clustering and text mining. As such, the authors focus on the algorithms that are most useful in practice, looking at the fastest, most robust, and suitable for large-scale models. Key features: Acts as a single source reference guide to NMF, collating information that is widely dispersed in current literature, including the authors’ own recently developed techniques in the subject area. Uses generalized cost functions such as Bregman, Alpha and Beta divergences, to present practical implementations of several types of robust algorithms, in particular Multiplicative, Alternating Least Squares, Projected Gradient and Quasi Newton algorithms. Provides a comparative analysis of the different methods in order to identify approximation error and complexity. Includes pseudo codes and optimized MATLAB source codes for almost all algorithms presented in the …",Andrzej Cichocki and Rafal Zdunek and Anh Huy Phan and Shun-ichi Amari,2232,12350289341456501349,,,,John Wiley & Sons,Nonnegative matrix and tensor factorizations: applications to exploratory multi-way data analysis and blind source separation,http://books.google.com/books?hl=en&lr=&id=KaxssMiWgswC&oi=fnd&pg=PR5&dq=info:ZcrOrrgKZasJ:scholar.google.com&ots=Lu6496H2FR&sig=mc6uK28-PRIEQHg-IzBME7kIxmM,,2009,/scholar?cites=12350289341456501349,wpZDx1cAAAAJ:hB2aVRuWZNwC

1009004,"The widespread use of multisensor technology and the emergence of big data sets have highlighted the limitations of standard flat-view matrix models and the necessity to move toward more versatile data analysis tools. We show that higher-order tensors (i.e., multiway arrays) enable such a fundamental paradigm shift toward models that are essentially polynomial, the uniqueness of which, unlike the matrix methods, is guaranteed under very mild and natural conditions. Benefiting from the power of multilinear algebra as their mathematical backbone, data analysis techniques using tensor decompositions are shown to have great flexibility in the choice of constraints which match data properties and extract more general latent components in the data than matrix-based methods.",Andrzej Cichocki and Danilo Mandic and Lieven De Lathauwer and Guoxu Zhou and Qibin Zhao and Cesar Caiafa and Huy Anh Phan,899,7352928543812082866,IEEE signal processing magazine,2,145-163,IEEE,Tensor decompositions for signal processing applications: From two-way to multiway component analysis,https://ieeexplore.ieee.org/abstract/document/7038247/,32,2015,/scholar?cites=7352928543812082866,wpZDx1cAAAAJ:KKBjqD86ppkC

