id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1023000,"Partitioning and scheduling are two central issues in the design of embedded systems since they can widely influence the characteristics of the system under design. The numerous constraints imposed by the environment and/or the underlying target architecture of mixed systems (containing hardware and software parts) make these two problems hard to solve. This paper introduces an automatic approach that integrates simultaneously partitioning and scheduling. It is inspired by the collective behavior of social insects such as bees in order to find a feasible solution to partitioning, using scheduling to find the shortest execution time to the system under design.",Mouloud Koudil and Karima Benatchba and Amina Tarabet and El Batoul Sahraoui,78,16829893643301486729,Applied Mathematics and Computation,2,1710-1722,Elsevier,Using artificial bees to solve partitioning and scheduling problems in codesign,https://www.sciencedirect.com/science/article/pii/S0096300306011064,186,2007,/scholar?cites=16829893643301486729,9Zbx-EYAAAAJ:4fKUyHm3Qg0C
1023001,"The “NP-Complete” class gathers very significant practical problems such as Sat, Max-Sat, partitioning. There is not polynomial algorithm for the resolution of these problems. As a result, the interest in heuristics and meta-heuristics is still growing. In this paper, we present a very recent metaheuristic introduced to solve a 3-sat problem. This metaheuristic can be classified as an evolutionary algorithm. It is based on the process of bees’ reproduction. We adapted it for the resolution of the Max-Sat problem. We tested it on a medical benchmark obtained from a data-mining problem that we translated into a Max-Sat problem.",Karima Benatchba and Lotfi Admane and Mouloud Koudil,68,14003007639557935675,,,212-220,"Springer, Berlin, Heidelberg",Using bees to solve a data-mining problem expressed as a max-sat one,https://link.springer.com/chapter/10.1007/11499305_22,,2005,/scholar?cites=14003007639557935675,9Zbx-EYAAAAJ:sSrBHYA8nusC
1023002,"A combination of techniques for efficiently inserting test points is proposed. These techniques refer to three complementary abstraction levels: algorithms, circuits, and layout. The authors deal with pseudo-random testing and present a method of condensing test points based on the notion of fault sector. Based on a set of proposed heuristics, a tool for automatically inserting test points was developed. Experimental results obtained with the tool are presented to indicate that excellent pseudo-random testability can be achieved with few test points. This technique leads to the lowest reported number of test points while significantly reducing the number of random patterns which are required to achieve very close to 100% fault coverage.< >",Y Savaria and M Youssef and B Kaminska and M Koudil,61,4558512730550655954,,,1960-1963,IEEE,Automatic test point insertion for pseudo-random testing,https://ieeexplore.ieee.org/abstract/document/176793/,,1991,/scholar?cites=4558512730550655954,9Zbx-EYAAAAJ:B3FOqHPlNUQC
1023003,"Support vector machines (SVMs) are a popular class of supervised learning algorithms, and are particularly applicable to large and high-dimensional classification problems. Like most machine learning methods for data classification and information retrieval, they require manually labeled data samples in the training stage. However, manual labeling is a time consuming and errorprone task. One possible solution to this issue is to exploit the large number of unlabeled samples that are easily accessible via the internet. This paper presents a novel active learning method for text categorization. The main objective of active learning is to reduce the labeling effort, without compromising the accuracy of classification, by intelligently selecting which samples should be labeled. The proposed method selects a batch of informative samples using the posterior probabilities provided by a set of multi-class SVM …",Mohamed Goudjil and Mouloud Koudil and Mouldi Bedda and Noureddine Ghoggali,47,10376513946927010202,International Journal of Automation and Computing,3,290-298,"Institute of Automation, Chinese Academy of Sciences",A novel active learning method using SVM for text classification,https://link.springer.com/article/10.1007/s11633-015-0912-z,15,2018,/scholar?cites=10376513946927010202,9Zbx-EYAAAAJ:tKAzc9rXhukC
1023004,"Tree topologies are widely used in WSN in order to route convergecast traffic to the sink. We consider in this paper the Shortest Path routing Tree (SPT) problem in WSN under different metrics; we show that the basic SPT based strategies are unsuitable for the many-to-one WSN when considering some metrics to compute link costs. Indeed, existing SPT approaches aim to construct a tree rooted at the sink such that the cost of the path from any node to the sink is minimal, while the cost of a given path is computed as summation of the costs of links that compose this path. However, in many-to-one WSN, links which are close to the sink are more critical than other links when using some metrics. We propose in this paper a new weighted path cost function, and we show that our cost function is more suitable for WSN. Based on this cost function, we propose a simple and efficient weighted shortest path tree construction …",Walid Bechkit and Mouloud Koudil and Yacine Challal and Abdelmadjid Bouabdallah and Brahim Souici and Karima Benatchba,46,15499402060837518010,,,000187-000192,IEEE,A new weighted shortest path tree for convergecast traffic routing in WSN,https://ieeexplore.ieee.org/abstract/document/6249291/,,2012,/scholar?cites=15499402060837518010,9Zbx-EYAAAAJ:8AbLer7MMksC
1023005,"Security primitives in the IoT (Internet of Things) are energy consuming. Finding the best solutions that reduce energy consumption while ensuring the required security services is not an easy task. Many works proposed in the literature address security overhead issues by tackling some aspects such as cryptographic primitives, deployment environments, target applications, etc.This paper is a survey on energy-efficient mechanisms used in IoT security services. By studying the techniques that allow developing energy-efficient security solutions, it goes further than the previous surveys which focus more on the energy-efficient solutions themselves. To the best of our knowledge, this is the first work that tackles IoT security from this perspective. Not only security issues are addressed in this survey, but the energy impact of the solutions are also discussed. Energy consumption related to security services is first …",Hamed Hellaoui and Mouloud Koudil and Abdelmadjid Bouabdallah,30,2327659477698906236,,,173-189,Elsevier,Energy-efficient mechanisms in security of the internet of things: A survey,https://www.sciencedirect.com/science/article/pii/S1389128617303146,127,2017,/scholar?cites=2327659477698906236,9Zbx-EYAAAAJ:XD-gHx7UXLsC
1023006,"Unsupervised classification is one of the tasks of data-mining. In this paper, a method named AntPart for the resolution of exclusive unsupervised classification is introduced. It is inspired by the behavior of a particular species of ants called Pachycondyla apicalis. The performances of this method are compared with those of three other ones, also inspired by the social behavior of ants: AntClass, AntTree and AntClust.",Lotfi Admane and Karima Benatchba and Mouloud Koudil and Lamri Siad and Said Maziz,30,18446458946249788441,Applied Mathematics and Computation,1,16-28,Elsevier,AntPart: an algorithm for the unsupervised classification problem using ants,https://www.sciencedirect.com/science/article/pii/S0096300305010933,180,2006,/scholar?cites=18446458946249788441,9Zbx-EYAAAAJ:geHnlv5EZngC
1023007,"NoCs (Network on Chips) are the most popular interconnection mechanism used for systems that require flexibility, extensibility and low power consumption. However, communication performance is strongly related to the routing algorithm that is used in the NoC. The most important issues in the routing process are: deadlock, livelock, congestion and faults. In this paper, a classification of NoC routing protocols is proposed according to the problems they address. Two main families emerge: mono objective and multi objectives. A discussion of the advantages and the drawbacks of each protocols family is given. A summary of the most used practices in this field and the less used ones is provided. This survey shows that it is hard to satisfy the four objectives at the same time with classical methods, highlighting the strengths of multi-objectives approaches.",Asma Benmessaoud Gabis and Mouloud Koudil,21,6105089357533567085,,,14-32,North-Holland,NoC routing protocols–objective-based classification,https://www.sciencedirect.com/science/article/pii/S1383762116300303,66,2016,/scholar?cites=6105089357533567085,9Zbx-EYAAAAJ:W5xh706n7nkC
1023008,"This paper proposes a congestion control solution for CoAP/RPL/6LoWPAN networks. CoAP/RPL/6LoWPAN has been considered as one of the most appropriate protocol stack for industrial applications of the Internet of Things (IoT). Since IoT nodes may have constrained resources, mechanisms used to control congestion must operate effectively with minimal consumption. In this paper, a method for congestion control in an IoT environment governed by the CoAP/RPL/6LoWPAN protocol stack is proposed. Our solution is based on the concept of bird flocking to guide packets in order to avoid congestion. Simulation shows that our proposal guarantees better results compared to congestion control mechanisms of the protocol stack in terms of data latency, packet loss ratio and packet delivery ratio.",Hamed Hellaoui and Mouloud Koudil,20,15858894248912998608,,,25-30,,Bird flocking congestion control for CoAP/RPL/6LoWPAN networks,https://dl.acm.org/doi/abs/10.1145/2753476.2753480,,2015,/scholar?cites=15858894248912998608,9Zbx-EYAAAAJ:LjlpjdlvIbIC
1023009,"Many studies have shown that the dynamic adaptive streaming over HTTP scheme is limited in achieving efficiency, fairness, and stability. Solutions proposed in the recent literature target these objectives, but tackle them from either client or server side separately. This paper argues the use of a client-server cooperation-based approach to achieve the three objectives. Effectively, information available at the client side, such as buffer occupancy, available throughput, and previous played representation levels, can be used to better control the video streaming efficiency and stability at the client side. On the other hand, information available at the server side, such as the server's shared bandwidth capacity, and the number of connected clients and their corresponding downloading bitrates, can be leveraged to better tune the system fairness at the server side. Furthermore, the envisioned client-server cooperation aims …",Oussama El Marai and Tarik Taleb and Mohamed Menacer and Mouloud Koudil,19,4856515602676919239,IEEE Transactions on Broadcasting,1,11-25,IEEE,"On improving video streaming efficiency, fairness, stability, and convergence time through client–server cooperation",https://ieeexplore.ieee.org/abstract/document/8241795/,64,2017,/scholar?cites=4856515602676919239,9Zbx-EYAAAAJ:yB1At4FlUx8C
