id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
1025000,"Cet article a pour objet de présenter les formalismes définis pour des mémoires de formation à base d'annotations au sein du projet MICA. Il explicite les objectifs de la recherche et les exigences que cela apporte sur les outils visés. Une étude des travaux de la littérature sur les annotations et leurs formalismes montre qu'ils ne couvrent que de façon très limitée nos objectifs. Nous présentons alors les formalismes que nous avons développés, en structurant l'objet d'annotation et en le basant sur des ontologies, en formalisant les patrons d'Alexander, sur la même base d'ontologies. Enfin nous établissons dans quelle mesure les objectifs sont atteints par ces formalismes et nous présentons les expérimentations que nous allons mener pour les valider à partir d'une maquette d'un outil de mémoire de formation sur des e-book.",Faiçal Azouaou and Cyrille Desmoulins and Dominique Mille,35,3796282321140321960,,,,,Formalismes pour une mémoire de formation à base d'annotations,https://edutice.archives-ouvertes.fr/edutice-00000117/,,2003,/scholar?cites=3796282321140321960,IaLjS0kAAAAJ:u-x6o8ySG0sC
1025001,"Data annotation is an important but time-consuming and costly procedure. To sort a text into two classes, the very first thing we need is a good annotation guideline, establishing what is required to qualify for each class. In the literature, the difficulties associated with an appropriate data annotation has been underestimated. In this paper, we present a novel approach to automatically construct an annotated sentiment corpus for Algerian dialect (A Maghrebi Arabic dialect). The construction of this corpus is based on an Algerian sentiment lexicon that is also constructed automatically. The presented work deals with the two widely used scripts on Arabic social media: Arabic and Arabizi. The proposed approach automatically constructs a sentiment corpus containing 8000 messages (where 4000 are dedicated to Arabic and 4000 to Arabizi). The achieved F1-score is up to 72% and 78% for an Arabic and Arabizi …",Imane Guellil and Ahsan Adeel and Faical Azouaou and Amir Hussain,26,12228675314521091986,,,557-567,"Springer, Cham",Sentialg: Automated corpus annotation for algerian sentiment analysis,https://link.springer.com/chapter/10.1007/978-3-030-00563-4_54,,2018,/scholar?cites=12228675314521091986,IaLjS0kAAAAJ:7Hz3ACDFbsoC
1025002,"Machine transliteration is a very important research area in the field of machine translation. Neural Machine transliteration (NMTR) is a new approach to machine transliteration that has shown promising results. However research on NMTR of Arabic has just begun to give results while no research has been done on neural transliteration of Arabic dialect written in Latin letters known by “Arabizi”.In the current paper, we propose a method of applying a neural transliteration based on a character-level for transliterating the Arabizi to Arabic script. Our method is composed of two important steps: 1) An Arabizi corpus construction 2) A character-based neural transliteration of Arabizi to Arabic.",Imane Guellil and Faiçal Azouaou and Mourad Abbas and Sadat Fatiha,26,5496263175734173122,,,,,Arabizi transliteration of algerian arabic dialect into modern standard arabic,https://www.researchgate.net/profile/Imane_Guellil/publication/318755390_Arabizi_transliteration_of_Algerian_Arabic_dialect_into_Modern_Standard_Arabic/links/59e5f441aca272390ee016a0/Arabizi-transliteration-of-Algerian-Arabic-dialect-into-Modern-Standard-Arabic.pdf,,2017,/scholar?cites=5496263175734173122,IaLjS0kAAAAJ:WHdLCjDvYFkC
1025003,,Sadat Fatiha Imane Guellil and Faical Azouaou and Mourad Abbas,26,5496263175734173122,,,,,Arabizi transliteration of Algerian Arabic dialect into Modern Standard Arabic,,,2017,/scholar?cites=5496263175734173122,IaLjS0kAAAAJ:48xauSegjOkC
1025004,"In this paper, we propose a model of semantic annotations suitable for teachers. It is aimed at implementing a tool that provides teachers with a digital memory based on annotations, as a basis. The model adapts to teachers' activities with regard to both their pedagogical and domain expertise. We analyse the specifics of an annotation language that would enable teachers to express their own expertise. We first discuss requirements for teachers' annotations and then propose a conceptual model, complying with these requirements. By using ontologies to represent teachers' annotations semantics we have obtained a specialised teacher annotation model, which we have used to create an annotation tool called 'MemoNote'. We present implementation details of the MemoNote tool as well as the results of an evaluation study of the proposed model conducted with chemistry teachers.",Faical Azouaou and Cyrille Desmoulins,26,5249212882310578411,International Journal of Continuing Engineering Education and Life Long Learning,1-2,18-34,Inderscience Publishers,Teachers' document annotating: Models for a digital memory tool,https://www.inderscienceonline.com/doi/abs/10.1504/IJCEELL.2006.008915,16,2006,/scholar?cites=5249212882310578411,IaLjS0kAAAAJ:d1gkVwhDpl0C
1025005,"This paper aims at providing the specification for semantic annotation tools for e-learning. From the specific requirements of annotating learning material, we categorize and evaluate the existing annotation tools, mainly general purpose ones. We illustrate two research prototypes of annotation tools we developed, and evaluate to what extend the specific requirements of annotating learning material are reached by these research prototypes.",Faical Azouaou and Weiqin Chen and Cyrille Desmoulins,24,8211677750047637392,,,,,Semantic annotation for learning material,http://scholar.google.com/scholar?cluster=8211677750047637392&hl=en&oi=scholarr,,2004,/scholar?cites=8211677750047637392,IaLjS0kAAAAJ:u5HHmVD_uO8C
1025006,"This paper aims at providing the specification for semantic annotation tools for e-learning. From the specific requirements of annotating learning material, we categorize and evaluate the existing annotation tools, mainly general purpose ones. We illustrate two research prototypes of annotation tools we developed, and evaluate to what extend the specific requirements of annotating learning material are reached by these research prototypes. 1",Faiçal Azouaou and Weiqin Chen and Cyrille Desmoulins,23,15936385725941257987,,,,,Semantic annotation tools for learning material,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.98.7162,,2004,/scholar?cites=15936385725941257987,IaLjS0kAAAAJ:LgRImbQfgY4C
1025007,"Arabic is recognised as the 4th most used language of the Internet. Arabic has three main varieties: (1) classical Arabic (CA), (2) Modern Standard Arabic (MSA), (3) Arabic Dialect (AD). MSA and AD could be written either in Arabic or in Roman script (Arabizi), which corresponds to Arabic written with Latin letters, numerals and punctuation. Due to the complexity of this language and the number of corresponding challenges for NLP, many surveys have been conducted, in order to synthesise the work done on Arabic. However these surveys principally focus on two varieties of Arabic (MSA and AD, written in Arabic letters only), they are slightly old (no such survey since 2015) and therefore do not cover recent resources and tools. To bridge the gap, we propose a survey focusing on 90 recent research papers (74% of which were published after 2015). Our study presents and classifies the work done on the three …",Imane Guellil and Houda Saâdane and Faical Azouaou and Billel Gueni and Damien Nouvel,22,10830463774136797589,Journal of King Saud University - Computer and Information Sciences,2,11,Elsevier,Arabic Natural Language Processing: an overview,https://www.sciencedirect.com/science/article/pii/S1319157818310553,31,2019,/scholar?cites=10830463774136797589,IaLjS0kAAAAJ:kw52XkFRtyQC
1025008,"This article aims to propose a model of semantic annotation dedicated to the teacher. This model must adapt to the teacher's activity specificity, who needs to master both a pedagogical and domain expertise. In this paper, we analyze the particularity of the teacher's annotation language that enables the teacher to express his own expertise. First, we identify the concepts of this annotation language used by the community of teachers. Then we propose a conceptual model of this language based on ontologies. We use these ontologies to propose an annotation model (MemoNote) in order to enable the teachers annotating using their own language. In order to check the validity of this model (ontologies and annotation language) in representing the teachers' semantics, we describe the results of an investigation done with chemistry teachers. Finally we specify the external and internal representations of the annotation tool for the implantation.",Faiçal Azouaou and Cyrille Desmoulins,22,16580951008664366955,,,,,Semantic annotation for the teacher: models for a computerized memory tool,http://scholar.google.com/scholar?cluster=16580951008664366955&hl=en&oi=scholarr,,2005,/scholar?cites=16580951008664366955,IaLjS0kAAAAJ:9yKSN-GCB0IC
1025009,"The identification of Arabic dialects is considered to be the first pre-processing component by any NLP problem. This identification is useful for automatic translation, information retrieval, opinion mining and sentiment analysis. Most of the work on the identification treat this issue like any classification problem. These work are based on supervised learning. The majority of them are based on the EGYPTIAN (EGY), the TUNISIAN (TUN), the IRAQI (IRAQI) dialect, etc., by omitting the Algerian dialect. The purpose of this paper is to identify the Arabic dialects within social media in an unsupervised manner. In order to do so, we use an Algerian dialect lexicon and based on Algeriers Dialect. We also propose an approach based on an algorithm that perform three kinds of identification: (1) total (when the term is totally identify), (2) partial (when the term is identified only partially with prefix and suffix) and by using the …",Imène Guellil and Faiçal Azouaou,21,5904274022363976916,,,724-731,IEEE,Arabic dialect identification with an unsupervised learning (based on a lexicon). application case: Algerian dialect,https://ieeexplore.ieee.org/abstract/document/7982330/,,2016,/scholar?cites=5904274022363976916,IaLjS0kAAAAJ:otzGkya1bYkC
